name,ra,dec
PMN J1125-2100,171.28593,-21.01834
,171.2867,48.17574
PMN J1125-3556,171.38117,-35.95093
,171.467572,-40.056832
NVSS J112903+375655,172.26355,37.9491
CRATES J112916+370317,172.30964,37.05498
87GB 112657.9+305242,172.40538,30.60957
2MASS J11303636+1018245,172.65077,10.30696
1RXS J113117.8+580911,172.82767,58.14967
NVSS J113523+660940,173.84875,66.16139
,174.1767,-47.05588
NVSS J113812+411353,174.55058,41.23133
,175.16653,-1.49994
1RXS J114118.3+680433,175.32775,68.07489
GB6 J1143+6122,175.80046,61.36967
NGC 3894,177.20979,59.41567
NVSS J114926+624333,177.35892,62.72569
,177.7116,-19.0776
PMN J1151-1347,177.87479,-13.79742
NVSS J115140-211345,177.91765,-21.22896
,178.30229,1.4539
,178.5255,18.95657
TXS 1154-153A,179.21762,-15.61108
PMN J1159-0723,179.88283,-7.39985
GB6 J1200+1230,180.1668025,12.5176069
,180.66002,82.63299
,180.73775,38.86317
B3 1159+450,180.53609,44.73957
SBS 1200+608,180.76458,60.52197
NVSS J120736-223036,181.90441,-22.50988
GB6 J1208+3015,182.01765,30.26489
ZTF J120837.28+115938.1,182.1553,11.9939
B3 1206+416,182.34408,41.32902
2MASS J12093020+7609120,182.37608,76.15331
PMN J1211-4822,182.95808,-48.38481
NVSS J121210+641253,183.042485,64.215043
,183.1802,-11.44077
AT20G J121344-165926,183.43237,-16.98243
NVSS J121348+642524,183.45337,64.42227
PKS B1211-190,183.51424,-19.36137
IVS B1212+503,183.75332,50.03765
GB6 J1215+5349,183.77516,53.83157
7C 1212+3524,183.786,35.13731
PMN J1216-3734,184.0084,-37.57031
PKS 1216-010,184.64554,-1.33176
PMN J1219-4826,184.75943,-48.44111
87GB 121716.0+611442,184.911073,60.965762
1eRASS J121947.5-200837,184.94835,-20.14367
GB2 1217+348,185.03475,34.52245
W Comae,185.38205,28.23289
NVSS J122358+795329,185.99199,79.89117
TXS 1221+229,186.00432,22.66099
PMN J1225-7313,186.39705,-73.22783
SDSS J122602.81+562254.6,186.51175,56.38189
,186.65459,30.41521
GB6 J1226+6406,186.59378,64.10613
6C B122528.7+610853,186.938908,60.871802
WN B1225.8+7537,186.96982,75.34495
,187.422,-32.9613
ON 246,187.55871,25.30198
B2 1229+29,187.93155,28.79716
NVSS J123341-014426,188.42223,-1.73992
TXS 1231+507,188.45527,50.43955
NVSS J123444-043623,188.68425,-4.60622
PMN J1238-4541,189.52515,-45.69158
PMN J1238-1959,189.60162,-19.98714
SUMSS J124422-495422,191.09572,-49.90621
1RXS J124510.5+571020,191.29166,57.1651
NVSS J124533+022825,191.39084,2.47367
PMN J1246+0113,191.51057,1.2219
RX J1248.4+5128,192.14294,51.46885
GALEXASC J124919.46-054539.7,192.33059,-5.76106
NVSS J125051+311706,192.715927,31.285128
PMN J1250-4945,192.745406,-49.746486
SDSS J125234.66+293732.6,193.14442,29.62574
PKS 1250-330,193.243149,-33.33387
S4 1250+53,193.29967,53.01993
NVSS J125422-220413,193.59363,-22.07051
PKS 1252-441,193.73964,-44.41572
RX J1257.3+3647,194.3191,36.78748
,194.3878,65.85
,194.62377,-9.5385
RBS 1194,194.70017,-4.79586
WISEA J125931.16+514056.3,194.60581,51.70724
NVSS J125936+233047,194.90088,23.51309
NVSS J125949-374856,194.95751,-37.81616
NVSS J130032+535112,195.13659,53.85347
GB6 J1301+4416,195.44296,44.27206
,195.44146,5.5148
,195.70448,47.91909
PMN J1304-2412,196.06955,-24.20465
PKS 1304-215,196.67521,-21.7975
B3 1307+433,197.35638,43.08489
CRATES J131038.52+244822.1,197.6604,24.80639
FIRST J131146.0+395317,197.94175,39.88819
PKS 1309-216,198.13067,-21.9397
1RXS J131330.9+020107,198.37451,2.01884
TXS 1312+240,198.6825,23.80744
B3 1315+415,199.41333,41.26268
6C B131714.7+750402,199.59571,74.80975
87GB 131814.4+332742,200.13863,33.19524
AT20G J132219-060619,200.58379,-6.10556
PMN J1322-1617,200.6819,-16.29021
NVSS J132640+015153,201.669459,1.864752
1eRASS J132941.0-155804,202.47421,-15.97261
PMN J1331-1326,202.83509,-13.43439
NVSS J133146-064632,202.94539,-6.77573
TXS 1329+174,202.88938,17.21406
PKS 1331-350,203.54952,-35.33737
,203.9496,47.9733
,204.71766,-81.52345
NVSS J133612+205102,204.05437,20.85207
PKS 1334+008,204.38069,0.59137
SDSS J133859.05+115316.7,204.74604,11.88797
NVSS J134005-150314,205.02065,-15.054
PMN J1341-3906,205.474594,-39.116433
,205.4601,10.7698
PKS 1341-366,206.09891,-36.94138
NVSS J134543-335643,206.42936,-33.94538
WISEA J134903.19-111000.8,207.2633,-11.16689
2MASX J13511746-1530155,207.82303,-15.50519
87GB 135011.8+555656,207.99246,55.70308
NVSS J135426+370654,208.61125,37.11517
,209.02955,-17.4085
RX J1357.6+0128,209.41106,1.47028
PMN J1359-3746,209.95716,-37.7669
NVSS J140113-371757,210.298378,-37.2972965
4C +16.39,210.68546,15.99906
,211.43993,-18.85665
NVSS J140638-164954,211.65918,-16.83135
MS 1407.9+5954,212.34783,59.66128
NVSS J141028+143841,212.61643,14.64467
WISEA J141046.00+740511.2,212.69146,74.08636
GB6 J1411+7424,212.89442,74.40825
RX J1415.5+4830,213.90329,48.50847
,214.3315,60.9335
87GB 141615.9+355650,214.61948,35.71356
WN B1426.4+8205,215.57156,81.88672
NVSS J142304+373729,215.76921,37.62514
NVSS J142412-175010,216.05146,-17.83569
TXS 1421+048,216.03954,4.58114
NVSS J142408+291800,216.03473,29.30013
SDSS J142436.29+144910.5,216.15121,14.81958
FBQS J142455.5+361536,216.2313,36.26001
RGB J1426+340,216.53215,34.07398
NVSS J142626-255529,216.61205,-25.92473
NVSS J142750-321515,216.95955,-32.25475
,216.974023,0.01085275
PMN J1428+0708,217.12315,7.14346
PKS 1428-311,217.78946,-31.34433
NVSS J143217+505603,218.0724,50.93437
GALEXASC J143211.35+764355.6,218.04855,76.73225
TXS 1433+205,218.84142,20.35496
2MASS J14363365+6149514,219.13908,61.8312
,219.12931,-86.205
FIRST J143832.3+292210,219.63458,29.36951
,219.80126,22.26898
NVSS J144143+183706,220.431284,18.619667
SDSS J144207.15+434836.6,220.52975,43.81019
NVSS J144511-195853,221.29946,-19.98119
SDSS J145059.99+520111.7,222.74995,52.01992
PKS 1448-386,223.0219,-38.85552
TXS 1452+516,223.6131,51.4093
87GB 145233.9+030210,223.781,2.84447
MG1 J145921+1526,224.84233,15.44856
FIRST J150106.2+552750,225.27604,55.46411
NVSS J150720-370903,226.8367158,-37.15084082
87GB 150531.0+334938,226.882,33.63867
NVSS J150811+771819,227.04526,77.30454
,227.75187,5.82248
PMN J1512-7131,228.21737,-71.53134
PMN J1514-2043,228.63966,-20.74009
NVSS J151542-232121,228.925828,-23.355448
87GB 151444.4+440102,229.13084,43.83045
SDSS J151702.59+263858.7,229.26083,26.6497
,230.0042,67.4371
1RXS J151959.7-090434,229.99589,-9.07377
CRATES J152056-380048,230.2128,-38.0145
SDSS J152034.98+554256.9,230.14571,55.71583
PKS B1518+045,230.34393,4.3417
,230.4697,-28.5588
,230.60367,8.78612
,232.014113,73.9928337
NVSS J153041-302559,232.67137,-30.43395
WN B1529+5746,232.74242,57.607
,232.87166,4.15752
,232.96617,-38.98548
,233.39177,-21.50636
RX J1535.4+3922,233.87092,39.37964
NVSS J153611-273003,234.04883,-27.50112
NVSS J153659-373218,234.25272,-37.53565
PMN J1537-7958,234.41793,-79.96791
87GB 153741.6+422719,234.85696,42.29114
GB6 J1542+6129,235.73558,61.49803
NVSS J154353+654841,235.9742,65.8112
NVSS J154442+501711,236.17888,50.28653
MG1 J154628+1817,236.59875,18.28758
,236.8147,-4.7177
,236.9941,4.7925
NVSS J154824+145702,237.101582,14.9507547
NVSS J154837+784526,237.15617,78.75739
WB J1549+7409,237.36403,74.15889
MG1 J154930+1708,237.37196,17.14111
WN B1549+6319,237.48879,63.16869
NVSS J155331+060143,238.37942,6.02883
TXS 1552+218,238.75242,21.69994
NVSS J155611+281134,239.04808,28.19274
RX J1558.1+6238,239.56017,62.64762
TXS 1557+565,239.70121,56.42058
NVSS J155856+673646,239.733894,67.613154
87GB 155744.0+232525,239.9675,23.28242
NVSS J160005-252439,240.02236,-25.41106
NVSS J160146-064256,240.44417,-6.71554
PMN J1602-1929,240.7021,-19.49636
,240.8245,-4.815
NVSS J160436+173324,241.15297,17.55715
AT20G J160601-764754,241.50458,-76.79861
NGC 6061,241.56675,18.24987
1RXS J160709.7+592115,241.78453,59.35773
NVSS J161112-093024,242.803147,-9.506908
TXS 1610+285,243.07334,28.42957
NVSS J161219-305937,243.08199,-30.9939
2MASS J16141964+5027561,243.58174,50.46518
B3 1614+473,243.92176,47.18662
NVSS J161633+333043,244.14075,33.51206
B3 1615+412,244.27629,41.11306
NVSS J161713-151058,244.30476,-15.18283
RX J1618.4+0623,244.62746,6.36983
87GB 161814.7+554307,244.83351,55.60097
PKS 1608-83,244.95933,-83.82461
,245.31537,67.125
NVSS J162819-334342,247.0829,-33.7282
6C B163030.4+771303,247.13767,77.11386
TXS 1629+524,247.67971,52.36072
NVSS J163341+561803,248.4226,56.3004
PMN J1633+0708,248.46234,6.95141
MG2 J163505+3458,248.77821,34.98119
NVSS J163631-045506,249.1337,-4.9183
NVSS J163651+262657,249.21407,26.44943
1RXS J163711.1+432548,249.28963,43.43344
TXS 1638+118,250.245,11.7349
NVSS J164301+322104,250.75442,32.35111
1RXS J164602.3-094113,251.50485,-9.6884
PMN J1647-6437,251.907099,-64.633542
B2 1645+29,251.8619,29.16384
WN B1655.0+8256,252.2651,82.8658
87GB 164812.2+524023,252.35506,52.58713
,253.0732,45.4799
SDSS J165248.44+363212.5,253.20185,36.53682
NVSS J165808+615001,254.53475,61.83389
NVSS J165924+491931,254.85296,49.32552
MG2 J170210+2643,255.54017,26.72075
87GB 170454.3+300758,256.71016,30.07013
PMN J1706-1932,256.74465,-19.53095
NVSS J170744+001750,256.93514,0.2971
,257.01171,55.32246
,257.5178,46.4885
PKS 1711-670,259.0918,-67.10722
,259.42261,19.92244
PMN J1718-5815,259.65792,-58.261
,260.6373,-78.833
7C 1724+5854,261.39592,58.86111
,262.30456,69.54631
GB6 J1730+3714,262.69602,37.24865
SDSS J173340.31+542636.9,263.417969,54.443527
PMN J1733-6055,263.41073,-60.92896
PMN J1735-1117,263.86323,-11.29291
WISEA J173719.13+570217.0,264.32974,57.0379
MG2 J173841+3224,264.66877,32.40249
87GB 173932.3+534742,265.1522,53.7733
NVSS J174111+573812,265.29877,57.63688
GB6 J1741+7224,265.34524,72.41444
NVSS J174147+255443,265.44821,25.91199
RGB J1742+597,265.63333,59.75187
PMN J1744-5715,266.148555,-57.253418
NGC 6454,266.23542,55.70461
,267.0068,71.0566
87GB 174618.6+270457,267.06977,27.07592
PMN J1753-5015,268.41078,-50.25347
RX J1754.1+3212,268.54916,32.2064
7C 1757+6536,269.3498,65.60269
87GB 175603.3+143022,269.57995,14.49911
RX J1759.8+7037,269.95505,70.62194
NVSS J180341+275404,270.92117,27.90093
7C 1807+6428,271.88408,64.49064
MG2 J180813+3501,272.04781,35.02142
2MASX J18084968+3520426,272.20707,35.34519
RX J1809.3+2041,272.35592,20.69197
MG2 J180948+2910,272.43908,29.17219
2MASS J18103800+5335016,272.65854,53.58377
87GB 180835.5+160714,272.70904,16.13911
B2 1811+31,273.39667,31.73825
,274.00654,-39.29598
87GB 181413.8+095058,274.15243,9.85723
MG2 J181902+2132,274.77174,21.54273
SUMSS J183004-522618,277.51806,-52.43857
MG1 J183001+1323,277.50318,13.40398
,277.54577,21.33602
NVSS J183003+393638,277.51513,39.61055
PMN J1832-5659,278.12907,-56.98909
RX J1836.2+3136,279.0885,31.60744
SUMSS J183806-600033,279.52808,-60.00892
GB6 J1838+5735,279.744,57.59428
NVSS J184202+711614,280.51088,71.27028
NVSS J184225+761046,280.606701,76.180715
TXS 1843+571,281.21329,57.16128
RX J1846.1+7237,281.55167,72.62988
PMN J1849-4314,282.358,-43.23697
PMN J1854-6009,283.71526,-60.15684
PMN J1855-2027,283.981257,-20.450211
GALEXASC J185820.26+731714.3,284.58521,73.28694
87GB 185759.9+570427,284.7231,57.13601
TXS 1902+556,285.79829,55.67732
,286.394086,-19.667572
