name,ra,dec,bii
PSR J1816-0755,274.10226011791667,-7.922880905555556,4.091679367883422
PSR J1817-1742,274.2876400501321,-17.70032920748661,-0.7027083857798709
B1820-30A,275.91868600166663,-30.36111096388889,-7.91341423203348
PSR J1824+1014,276.0622080012083,10.245504796805555,10.6471746495927
PSR J1824-0621,276.0659147379583,-6.365775491833333,3.0996329560611575
B1821-24A,276.1333658583333,-24.869684633333335,-5.577645389667104
PSR J1826-1256,276.53558333333336,-12.942944444444445,-0.3776389141982991
PSR J1827-0849,276.90138631583335,-8.82840366111111,1.2207646526250862
PSR J1827-1446,276.852398145,-14.77311088888889,-1.5020427755365122
PSR J1828-1101,277.07852897958327,-11.03103275277778,0.04239837887200685
PSR J1831-0952,277.89290684375,-9.867094136111112,-0.1276731501897371
PSR J1832-0836,278.11497015125,-8.615281827777778,0.2565010191701128
PSR J1833-1034,278.389875,-10.56875,-0.8854838038502668
PSR J1833-3840,278.26909213075004,-38.67946423038889,-13.259928760940262
PSR J1835-1106,278.82669631958333,-11.104107208333334,-1.5128024596785081
PSR J1835-3259B,278.939459931,-32.99041101866667,-11.376177063398565
PSR J1836+5925,279.0571791666667,59.425013888888884,24.999253300711576
PSR J1837-0604,279.43107898833335,-6.080102986111111,0.26503504978654957
PSR J1838-0537,279.73376545583335,-5.617571147222223,0.20969675698038773
PSR J1841-0524,280.45537863541665,-5.408631772222223,-0.3331185157795726
PSR J1843-1113,280.9219231166666,-11.225299133333333,-3.396770214236364
PSR J1844-0346,281.1370559158794,-3.775179879371015,-0.19079564358457257
PSR J1846+0919,281.6078461125,9.329361238888888,5.342118594204827
PSR J1846-0258,281.60208334675,-2.9744444444444444,-0.2382192553058288
PSR J1852-13,283.0800852454167,-13.166897547222222,-6.154186870130721
PSR J1853-0004,283.3459469825,-0.07593468611111111,-0.4675744009986898
PSR J1855-1436,283.9759533673334,-14.602495225138888,-7.570147787661799
B1853+01,284.04565163962474,1.2254605584753024,-0.49662046862835457
PSR J1857+0143,284.3873215225,1.7300096083333334,-0.5702528477806396
B1855+09,284.4016257881966,9.72143247115649,3.0604127244531067
PSR J1858-2216,284.57445709641667,-22.281952700730553,-11.3930968644539
PSR J1858-5422,284.53249999999997,-54.37111111111111,-22.691130760832195
PSR J1901-0125,285.3905238775,-1.4248022444444446,-2.902030516880186
PSR J1902-5105,285.51186775120834,-51.09915993128056,-22.378625337624783
PSR J1903-7051,285.9116230350833,-70.86207142518333,-26.507700399833162
PSR J1906+0722,286.62992083333336,7.382216194444444,0.031433620640815695
PSR J1907+0602,286.97816666666665,6.037388888888889,-0.894288799905112
PSR J1908+2105,287.238724517,21.08408886964722,5.7752491930798895
PSR J1909-3744,287.4476307283333,-37.737392641666666,-19.59580893734606
PSR J1913+0904,288.33777386041663,9.079317988888889,-0.6844958145535747
PSR J1913+1011,288.334745655,10.189731933333334,-0.16686799652161646
PSR J1921+0137,290.37628478145837,1.6237680482305556,-5.93832706812747
PSR J1921+1929,290.3472944828334,19.489527625527778,2.4529035838324154
PSR J1925+1720,291.36274394833333,17.340949194444445,0.589692688812232
