ra,dec,name
92.009389,-21.746653,NGC 2179
92.099336,-52.511093,NGC 2191
92.54021,-34.106095,NGC 2188
92.639287,-62.539149,NGC 2205
93.042306,-21.806653,NGC 2196
93.996885,-26.764986,NGC 2206
94.092306,-21.372487,NGC 2207
94.627307,-18.537766,NGC 2212
94.666942,78.355267,NGC 2146
95.062648,-57.577208,NGC 2221
95.067648,-57.530819,NGC 2222
95.315105,-64.458875,NGC 2228
95.348017,-64.95582,NGC 2229
95.363434,-64.992486,NGC 2230
95.415217,-27.233321,NGC 2217
95.644754,51.909441,NGC 2208
96.149388,-22.8386,NGC 2223
100.216461,-32.481658,NGC 2267
100.673966,-27.458603,NGC 2272
101.105109,-63.716662,NGC 2297
101.2023,-27.638881,NGC 2280
101.807892,74.236391,NGC 2256
101.928967,-26.753048,NGC 2293
101.943303,74.481946,NGC 2258
102.155938,-64.27333,NGC 2305
102.213021,-64.333608,NGC 2307
102.535962,60.845838,NGC 2273
102.737293,33.437508,NGC 2290
102.744376,33.525285,NGC 2291
102.797293,33.52723,NGC 2294
104.658106,45.21112,NGC 2308
105.636008,50.591399,NGC 2315
105.668965,-28.697218,NGC 2325
107.086473,18.781677,NGC 2339
107.284347,48.616123,NGC 2329
107.391009,50.182234,NGC 2332
107.556858,44.456957,NGC 2337
107.634952,75.327233,NGC 2314
108.118101,47.166957,NGC 2344
108.564781,84.380567,NGC 2268
109.01802,64.710292,NGC 2347
109.160537,-62.344451,NGC 2369
109.400221,23.350013,NGC 2357
109.989283,-63.066675,NGC 2381
110.337561,-69.001954,NGC 2397
110.980634,-27.52861,NGC 2382
111.237728,-9.659994,NGC 2377
111.254388,23.783069,NGC 2370
111.768527,80.178073,NGC 2336
111.860211,33.811405,NGC 2379
111.801564,85.755572,NGC 2276
112.226727,69.214463,NGC 2366
112.270628,33.860294,NGC 2389
112.548873,-62.2514,NGC 2417
112.975225,18.333347,NGC 2407
113.08075,85.708907,NGC 2300
113.714644,-69.283626,NGC 2434
113.759379,32.823906,NGC 2410
113.925229,11.613623,NGC 2416
114.099642,-69.530571,NGC 2442
114.116852,-47.634731,NGC 2427
114.227183,65.599466,NGC 2403
114.23646,35.242518,NGC 2415
115.166037,39.233076,NGC 2424
115.925173,52.350023,NGC 2429
116.308087,53.074746,NGC 2431
116.314202,-71.408631,NGC 2466
116.721039,39.033355,NGC 2444
116.728122,39.016966,NGC 2445
117.166415,54.61058,NGC 2446
118.544746,55.494194,NGC 2456
118.585649,4.459455,NGC 2470
118.967675,-52.307517,NGC 2502
119.190205,39.928913,NGC 2476
119.22014,60.350028,NGC 2460
119.294808,23.782241,NGC 2480
119.300992,56.676695,NGC 2464
119.484807,25.161409,NGC 2486
119.497674,52.856972,NGC 2475
119.510577,56.359473,NGC 2468
119.518492,56.681139,NGC 2469
119.617292,37.786969,NGC 2484
119.650232,8.016679,NGC 2496
120.099373,39.830303,NGC 2493
120.137706,39.837803,NGC 2495
120.40648,15.710016,NGC 2507
120.444327,56.554474,NGC 2488
120.473515,50.738362,NGC 2500
120.548492,56.94253,NGC 2497
120.563982,9.395013,NGC 2511
120.696898,-12.318609,NGC 2517
120.70773,15.808072,NGC 2514
120.780225,23.39252,NGC 2512
121.408982,-11.428054,NGC 2525
121.983146,17.81724,NGC 2530
122.041458,39.15836,NGC 2524
122.20849,57.770032,NGC 2521
122.563133,33.957525,NGC 2532
122.805225,25.206133,NGC 2535
122.817309,25.180022,NGC 2536
123.190641,26.361689,NGC 2540
123.221417,55.673366,NGC 2534
123.243547,36.254194,NGC 2543
123.313113,45.991419,NGC 2537
123.560229,21.356965,NGC 2545
123.668106,49.062254,NGC 2541
123.746679,73.580314,NGC 2523
124.275641,-27.457509,NGC 2559
124.473561,23.471133,NGC 2554
124.743493,57.803091,NGC 2549
124.800229,21.433355,NGC 2557
124.834771,50.007533,NGC 2552
124.904402,4.656678,NGC 2561
124.951062,22.027244,NGC 2565
124.97523,20.966688,NGC 2560
125.09898,21.132243,NGC 2562
125.14898,21.069188,NGC 2563
125.352317,-13.318612,NGC 2578
125.352731,19.147798,NGC 2572
125.422092,73.989761,NGC 2544
125.679813,22.553078,NGC 2577
125.740644,25.740857,NGC 2576
126.126482,18.597243,NGC 2581
126.143343,74.012262,NGC 2550
126.205437,73.412817,NGC 2551
126.376342,-68.118366,NGC 2601
126.700233,17.366686,NGC 2593
126.783561,25.970858,NGC 2592
126.861483,17.283909,NGC 2596
126.923981,21.478634,NGC 2595
127.511481,21.489189,NGC 2598
128.046898,22.563079,NGC 2599
128.344398,-22.973342,NGC 2613
128.486061,26.972527,NGC 2607
128.82106,28.474194,NGC 2608
128.892322,-1.849437,NGC 2616
129.353093,-55.124198,NGC 2640
129.362001,78.026155,NGC 2591
129.366897,24.941693,NGC 2620
129.386061,28.706139,NGC 2619
129.601063,25.750304,NGC 2623
130.185656,-4.121939,NGC 2642
130.386906,4.98279,NGC 2644
130.608135,37.220312,NGC 2638
130.667321,14.28613,NGC 2648
130.701706,72.978657,NGC 2614
130.908527,50.206707,NGC 2639
131.033972,34.717811,NGC 2649
131.28439,-33.794463,NGC 2663
131.499405,12.618074,NGC 2661
131.810876,72.985325,NGC 2629
131.950184,53.850043,NGC 2656
132.025045,72.883381,NGC 2641
132.027524,74.099492,NGC 2633
132.102532,73.670048,NGC 2636
132.10461,73.967548,NGC 2634
132.302242,60.220323,NGC 2654
132.35357,19.073912,NGC 2673
132.489664,70.29977,NGC 2650
132.592537,73.461715,NGC 2646
132.888145,30.865588,NGC 2679
133.171059,33.417534,NGC 2683
133.38811,51.314766,NGC 2681
133.693552,39.536982,NGC 2691
133.896835,58.733936,NGC 2685
133.901909,-3.184717,NGC 2698
133.911179,78.224495,NGC 2655
134.033576,-3.360828,NGC 2708
134.242276,52.066712,NGC 2692
134.244362,51.330322,NGC 2694
134.247695,51.347545,NGC 2693
134.257735,-24.673347,NGC 2717
134.336076,2.922511,NGC 2713
134.401076,3.090567,NGC 2716
134.692743,-3.710273,NGC 2722
134.711076,6.293347,NGC 2718
134.776438,53.769491,NGC 2701
134.880211,44.915598,NGC 2712
135.06066,3.178345,NGC 2723
135.064809,35.728648,NGC 2719
135.257725,35.761982,NGC 2724
135.37066,3.720012,NGC 2729
135.53441,8.300016,NGC 2731
135.567324,16.838912,NGC 2730
135.650235,25.933364,NGC 2735
135.975238,21.900027,NGC 2737
136.161907,18.457247,NGC 2744
136.239334,59.932828,NGC 2726
136.340241,18.314469,NGC 2749
136.37899,-19.043898,NGC 2757
136.428157,18.338914,NGC 2752
136.499394,35.377816,NGC 2746
136.704826,-15.499728,NGC 2763
136.800237,25.316697,NGC 2753
136.892249,60.479496,NGC 2742
136.902745,3.392789,NGC 2765
136.924405,-23.620847,NGC 2772
136.993552,41.71032,NGC 2755
137.029531,78.086444,NGC 2715
137.073156,21.443639,NGC 2764
137.156475,37.621429,NGC 2759
137.201067,29.863646,NGC 2766
137.256859,53.848938,NGC 2756
137.263867,-67.932547,NGC 2788
137.388981,33.123648,NGC 2770
137.525202,50.400048,NGC 2767
137.585662,7.038626,NGC 2775
137.675662,7.206682,NGC 2777
137.865244,-14.81695,NGC 2781
137.907253,60.039497,NGC 2768
138.062715,44.955601,NGC 2776
138.078156,-24.172793,NGC 2784
138.186063,34.926428,NGC 2780
138.354083,79.187279,NGC 2732
138.414818,29.992535,NGC 2783
138.436357,-69.334772,NGC 2836
138.436247,76.475612,NGC 2748
138.52314,40.114487,NGC 2782
138.750236,29.730313,NGC 2789
138.815639,40.917821,NGC 2785
138.902239,-63.071158,NGC 2842
139.007744,17.591136,NGC 2794
139.017744,17.62947,NGC 2795
139.047328,-16.313063,NGC 2811
139.081907,-23.63446,NGC 2815
139.171493,18.962804,NGC 2802
139.175235,30.900037,NGC 2796
139.184826,19.935027,NGC 2801
139.194815,34.431706,NGC 2793
139.198988,-26.816685,NGC 2821
139.207743,20.198639,NGC 2804
139.277743,20.070861,NGC 2809
139.345638,42.0006,NGC 2798
139.381472,41.994211,NGC 2799
139.425243,19.883361,NGC 2813
139.471075,-22.35557,NGC 2835
139.649783,52.512829,NGC 2800
139.653978,-38.011418,NGC 2845
139.759823,26.269478,NGC 2824
139.822733,34.008095,NGC 2823
139.828862,69.203113,NGC 2787
139.846483,33.740873,NGC 2825
139.854817,33.621984,NGC 2826
139.924817,33.736706,NGC 2830
139.942317,33.743928,NGC 2832
140.040662,-16.52612,NGC 2848
140.085152,64.103389,NGC 2805
140.151484,33.650595,NGC 2839
140.303485,64.251445,NGC 2814
140.36483,-11.909726,NGC 2855
140.446402,64.258112,NGC 2820
140.450643,40.151989,NGC 2844
140.507705,50.975329,NGC 2841
140.518835,71.845058,NGC 2810
140.728999,3.156956,NGC 2858
140.80981,40.164767,NGC 2852
140.821476,40.200045,NGC 2853
140.850573,-63.812272,NGC 2887
140.878576,-23.163349,NGC 2865
140.901083,2.136955,NGC 2861
141.012294,49.203939,NGC 2854
141.069794,49.248106,NGC 2856
141.078984,34.512818,NGC 2859
141.222309,41.060046,NGC 2860
141.230658,26.777257,NGC 2862
141.308166,-6.717221,NGC 2876
141.429415,11.432242,NGC 2872
141.446917,2.2289,NGC 2877
141.448167,2.089455,NGC 2878
141.449415,11.425298,NGC 2874
141.475248,-11.983338,NGC 2881
141.548341,-76.626446,NGC 2915
141.582324,-28.035576,NGC 2888
141.602749,-11.555837,NGC 2884
141.802749,-11.643615,NGC 2889
141.976855,57.377556,NGC 2870
142.396417,62.490336,NGC 2880
142.443584,2.063622,NGC 2898
142.569407,29.539204,NGC 2893
142.721082,-14.736119,NGC 2902
142.902748,-16.735843,NGC 2907
143.040663,21.500586,NGC 2903
143.222636,67.61645,NGC 2892
143.450251,10.150019,NGC 2911
143.514001,10.110019,NGC 2914
143.613169,-2.503328,NGC 2917
143.699834,10.284186,NGC 2919
143.738997,21.705864,NGC 2916
143.795666,-16.398899,NGC 2924
143.935657,31.704763,NGC 2918
144.186498,-21.128348,NGC 2935
144.313997,23.592533,NGC 2927
144.380656,32.841708,NGC 2926
144.375247,23.183366,NGC 2930
144.534002,9.522519,NGC 2939
144.600028,76.319508,NGC 2938
144.638167,17.03336,NGC 2943
144.782739,34.004487,NGC 2942
144.82275,-19.10168,NGC 2956
144.825241,32.311708,NGC 2944
145.152754,3.577235,NGC 2960
145.225254,5.166681,NGC 2962
145.321488,35.883378,NGC 2955
145.516088,0.335564,NGC 2967
145.547754,4.673347,NGC 2966
145.639004,-3.699718,NGC 2974
145.651857,58.852282,NGC 2950
145.724826,31.847542,NGC 2964
145.786504,-10.383337,NGC 2979
145.800254,-9.61278,NGC 2980
145.800242,31.928097,NGC 2968
145.820254,-9.745836,NGC 2978
145.876493,31.976153,NGC 2970
145.92025,-20.478071,NGC 2983
145.945479,74.86201,NGC 2977
146.038072,65.978119,NGC 2909
146.068167,-21.278349,NGC 2986
146.23441,31.099486,NGC 2981
146.291804,68.597009,NGC 2959
146.341804,68.608676,NGC 2961
146.357752,-18.37668,NGC 2989
146.414411,-31.191138,NGC 2997
146.42567,-14.327508,NGC 2992
146.45192,-14.368897,NGC 2993
146.573589,5.708348,NGC 2990
146.579828,-30.43836,NGC 3001
146.70775,22.015588,NGC 2988
146.815144,67.913954,NGC 2976
146.957594,72.965622,NGC 2963
147.150243,33.421711,NGC 3003
147.182313,44.081164,NGC 2998
147.344006,1.144732,NGC 3015
147.368585,-21.741962,NGC 3025
147.422757,0.622509,NGC 3018
147.422744,32.214487,NGC 3011
147.469423,0.620287,NGC 3023
147.527755,12.815023,NGC 3020
147.533833,-73.921451,NGC 3059
147.544397,44.294498,NGC 3009
147.587189,72.279233,NGC 2985
147.614838,12.765856,NGC 3024
147.726498,28.549206,NGC 3026
147.738994,33.554489,NGC 3021
147.816495,-32.75503,NGC 3038
148.033581,29.236985,NGC 3032
148.121924,2.154733,NGC 3039
148.279421,16.678917,NGC 3041
148.333591,0.699454,NGC 3042
148.416091,1.579455,NGC 3044
148.616921,-18.639458,NGC 3052
148.621084,-25.7028,NGC 3054
148.637749,-28.29697,NGC 3056
148.707757,9.271964,NGC 3049
148.822758,4.271402,NGC 3055
148.889725,69.066734,NGC 3031
148.891089,16.432805,NGC 3053
148.914695,72.203679,NGC 3027
148.975137,69.682568,NGC 3034
149.049642,75.865069,NGC 3061
149.05853,59.307008,NGC 3043
149.149425,1.428343,NGC 3062
149.475258,10.433354,NGC 3069
149.591914,32.370044,NGC 3067
149.602335,-26.926135,NGC 3078
149.62525,28.866708,NGC 3068
149.734424,14.421137,NGC 3075
149.786913,-34.225032,NGC 3087
149.874004,-22.825019,NGC 3081
149.903168,-28.330304,NGC 3089
149.921912,35.39227,NGC 3074
149.984008,13.043635,NGC 3080
150.026082,-31.552252,NGC 3095
150.046093,-2.976384,NGC 3086
150.058172,-19.637238,NGC 3091
150.171915,-31.66253,NGC 3100
150.216461,55.620341,NGC 3073
150.471785,72.170348,NGC 3065
150.492712,55.678674,NGC 3079
150.541785,72.123681,NGC 3066
150.572754,24.710315,NGC 3098
150.77817,-26.158913,NGC 3109
150.838068,68.733958,NGC 3077
150.938699,-80.422013,NGC 3149
150.991491,40.757831,NGC 3104
151.109419,-28.443082,NGC 3113
151.128115,60.107288,NGC 3102
151.309011,-7.718612,NGC 3115
151.345665,-34.220311,NGC 3120
151.399958,80.283405,NGC 3057
151.450996,-67.377563,NGC 3136
151.534399,47.263114,NGC 3111
151.544011,2.911123,NGC 3117
151.644002,-29.93614,NGC 3125
151.665675,-19.221405,NGC 3124
152.052345,9.97641,NGC 3130
152.275261,-11.966674,NGC 3138
152.36651,-16.628346,NGC 3140
152.516928,-12.581397,NGC 3143
152.521928,-11.778896,NGC 3139
152.541928,-12.433896,NGC 3145
152.792342,-20.868629,NGC 3146
153.171514,3.130568,NGC 3156
153.209429,12.668913,NGC 3153
153.375247,38.616997,NGC 3151
153.381097,3.375568,NGC 3165
153.383592,22.739759,NGC 3162
153.395247,38.840608,NGC 3152
153.437764,3.425291,NGC 3166
153.461914,38.765331,NGC 3158
153.471914,38.653386,NGC 3159
153.498164,38.655886,NGC 3161
153.529831,38.652831,NGC 3163
153.560264,3.468902,NGC 3169
153.617127,77.820907,NGC 3197
153.676923,-28.872251,NGC 3175
153.800633,56.6734,NGC 3164
153.888441,74.22174,NGC 3144
153.903177,-20.646129,NGC 3171
154.038596,-15.791679,NGC 3178
154.100206,60.233402,NGC 3168
154.144011,21.124757,NGC 3177
154.221786,73.401185,NGC 3147
154.411511,21.688647,NGC 3185
154.424275,74.348685,NGC 3155
154.448594,21.873647,NGC 3187
154.524011,21.833091,NGC 3190
154.57233,41.423945,NGC 3184
154.604428,21.895036,NGC 3193
154.652346,-17.982515,NGC 3200
154.771073,46.454505,NGC 3191
154.888964,58.205624,NGC 3182
154.894009,-26.698082,NGC 3203
154.929384,57.421179,NGC 3188
154.978992,45.55256,NGC 3198
155.045675,27.81782,NGC 3204
155.133995,43.020613,NGC 3202
155.324013,19.651978,NGC 3213
155.400255,-34.266702,NGC 3223
155.451886,56.930624,NGC 3206
155.460116,74.178131,NGC 3183
155.489429,-22.267799,NGC 3233
155.585263,21.569202,NGC 3221
155.644847,19.887256,NGC 3222
155.785637,57.037846,NGC 3214
155.86443,19.898645,NGC 3226
155.881514,19.863367,NGC 3227
155.938554,57.027291,NGC 3220
155.925266,12.550025,NGC 3230
156.073174,-32.482256,NGC 3241
156.129013,-21.790576,NGC 3240
156.22526,28.01671,NGC 3235
156.273598,17.159753,NGC 3239
156.293552,58.150625,NGC 3225
156.372335,-39.827821,NGC 3244
156.433168,39.646722,NGC 3237
156.590685,-2.62194,NGC 3243
156.592339,-34.963371,NGC 3249
156.635252,-39.943376,NGC 3250
156.673601,3.860569,NGC 3246
156.680638,57.227569,NGC 3238
156.826511,28.5081,NGC 3245
156.964831,-43.905603,NGC 3256
157.114851,12.706136,NGC 3253
157.196506,-35.657816,NGC 3257
157.22609,-35.60615,NGC 3258
157.258997,-44.656438,NGC 3261
157.27609,-35.594483,NGC 3260
157.333594,29.491157,NGC 3254
157.457341,-35.323372,NGC 3267
157.490257,-35.225038,NGC 3269
157.502757,-35.325038,NGC 3268
157.611091,-35.358649,NGC 3271
157.621924,-35.61365,NGC 3273
157.71609,-36.740318,NGC 3275
157.779846,28.796712,NGC 3265
157.789837,-39.945599,NGC 3276
157.898587,-39.955877,NGC 3278
157.967758,-34.857538,NGC 3281
158.069847,27.670322,NGC 3274
158.084812,56.083403,NGC 3264
158.147281,65.041464,NGC 3259
158.231096,28.511989,NGC 3277
158.32395,64.749519,NGC 3266
158.399847,-27.455029,NGC 3285
158.59597,73.763689,NGC 3252
158.699017,21.650593,NGC 3287
158.785668,-43.692271,NGC 3366
158.948179,-32.359202,NGC 3302
159.067342,37.324499,NGC 3294
159.072348,-27.529474,NGC 3307
159.075224,58.600072,NGC 3286
159.093182,-27.437807,NGC 3308
159.099437,12.706692,NGC 3299
159.111058,58.557572,NGC 3288
159.151515,-27.518085,NGC 3309
159.160687,14.171972,NGC 3300
159.180682,-27.528085,NGC 3311
159.231934,21.882815,NGC 3301
159.260265,-27.564752,NGC 3312
159.293604,12.653637,NGC 3306
159.304015,-27.683918,NGC 3314
159.315671,-41.62838,NGC 3318
159.356933,-25.31836,NGC 3313
159.406099,-27.593363,NGC 3316
159.406925,37.456166,NGC 3304
159.692321,53.502291,NGC 3310
159.711521,-11.648341,NGC 3321
159.791922,41.688393,NGC 3319
159.881106,5.108904,NGC 3326
159.894018,-23.922525,NGC 3335
159.903165,47.396176,NGC 3320
159.913601,25.321986,NGC 3323
159.991518,24.091985,NGC 3327
160.06985,-27.776141,NGC 3336
160.531522,13.747805,NGC 3338
160.57444,-0.378325,NGC 3340
160.693595,-36.35393,NGC 3347
160.760262,-36.364208,NGC 3354
160.878602,24.923653,NGC 3344
160.911522,14.871696,NGC 3346
160.99194,11.704191,NGC 3351
161.051941,6.758907,NGC 3356
161.06527,22.371428,NGC 3352
161.086939,14.085306,NGC 3357
161.168027,76.810636,NGC 3329
161.215274,6.59474,NGC 3362
161.344403,55.959239,NGC 3353
161.500155,73.35008,NGC 3343
161.644024,13.752528,NGC 3367
161.6573,63.222854,NGC 3359
161.686937,-25.243916,NGC 3369
161.688607,11.821136,NGC 3368
161.753608,-9.941672,NGC 3375
161.76569,17.273921,NGC 3370
161.791828,72.840914,NGC 3348
161.830271,-24.439193,NGC 3383
161.861525,6.046684,NGC 3376
161.924024,13.983361,NGC 3377
161.958191,12.582526,NGC 3379
162.016522,-20.849466,NGC 3450
162.016934,-31.532536,NGC 3390
162.050276,4.92946,NGC 3385
162.052352,28.602269,NGC 3380
162.071941,12.630304,NGC 3384
162.104849,34.712276,NGC 3381
162.116525,12.533637,NGC 3389
162.130583,72.424525,NGC 3364
162.235691,14.221695,NGC 3391
162.350274,16.216698,NGC 3399
162.456517,32.980885,NGC 3395
162.484017,32.989496,NGC 3396
162.540691,-17.242794,NGC 3420
162.575692,-12.10862,NGC 3404
162.66271,65.727579,NGC 3394
162.69027,28.46838,NGC 3400
162.721942,13.412805,NGC 3412
162.72521,65.766745,NGC 3392
162.805693,5.841961,NGC 3423
162.812775,-17.008072,NGC 3431
162.818187,27.975879,NGC 3414
162.823609,13.945306,NGC 3419
162.838185,32.76783,NGC 3413
162.850276,9.283355,NGC 3428
162.857776,8.567798,NGC 3425
162.861526,8.297798,NGC 3427
162.882742,55.39035,NGC 3398
162.928176,43.712285,NGC 3415
162.944435,32.900608,NGC 3424
162.974833,51.006736,NGC 3410
162.990694,3.791403,NGC 3434
163.01486,10.150023,NGC 3433
163.045685,32.952552,NGC 3430
163.051069,58.438408,NGC 3408
163.050227,61.38341,NGC 3407
163.12986,7.224463,NGC 3441
163.130683,36.618945,NGC 3432
163.146107,22.934484,NGC 3437
163.221519,-32.926149,NGC 3449
163.248193,10.211134,NGC 3444
163.252359,17.575033,NGC 3443
163.284435,33.910053,NGC 3442
163.347776,16.773365,NGC 3447
163.421524,-21.791412,NGC 3453
163.459406,57.120352,NGC 3440
163.480578,73.688971,NGC 3403
163.514443,-16.02807,NGC 3456
163.586939,27.240046,NGC 3451
163.621526,17.345311,NGC 3454
163.631109,17.285588,NGC 3455
163.652324,56.991185,NGC 3445
163.663163,54.306739,NGC 3448
163.669025,-21.065022,NGC 3464
163.702729,61.290355,NGC 3435
163.837778,7.695575,NGC 3462
164.008158,57.118686,NGC 3458
164.065695,9.755022,NGC 3466
164.184861,9.758356,NGC 3467
164.240694,-14.300846,NGC 3469
164.500277,17.100033,NGC 3473
164.525279,9.266688,NGC 3476
164.525277,17.083366,NGC 3474
164.641093,-46.584777,NGC 3482
164.690237,59.510354,NGC 3470
164.731528,-14.96168,NGC 3479
164.75069,-28.476422,NGC 3483
164.788982,61.530911,NGC 3471
164.866094,46.122566,NGC 3478
164.975279,9.350022,NGC 3490
165.010278,14.843641,NGC 3485
165.076112,13.902251,NGC 3489
165.098607,28.975882,NGC 3486
165.149029,12.162804,NGC 3491
165.239446,10.506413,NGC 3492
165.316114,3.626403,NGC 3495
165.351493,57.67702,NGC 3488
165.795276,27.973658,NGC 3504
165.798164,56.221742,NGC 3499
165.80153,11.077247,NGC 3506
165.849028,-23.086414,NGC 3511
165.933192,28.885882,NGC 3510
165.940694,-23.244748,NGC 3513
166.010276,28.038658,NGC 3512
166.099031,4.830571,NGC 3509
166.155693,28.226992,NGC 3515
166.406915,56.526187,NGC 3517
166.454032,-0.037492,NGC 3521
166.697271,72.570084,NGC 3516
166.734866,7.173908,NGC 3531
166.82653,-19.472521,NGC 3528
166.826944,28.526715,NGC 3527
166.830697,-19.555854,NGC 3529
167.168166,57.229243,NGC 3530
167.215694,28.475326,NGC 3536
167.275278,28.666715,NGC 3539
167.317357,36.021168,NGC 3540
167.443616,-13.383067,NGC 3546
167.481116,10.72308,NGC 3547
167.48194,36.947003,NGC 3542
167.489857,-37.538101,NGC 3557
167.64944,-37.550046,NGC 3564
167.660278,28.767827,NGC 3550
167.689033,12.01586,NGC 3559
167.703191,-37.445046,NGC 3568
167.732779,28.543104,NGC 3558
167.736091,53.387852,NGC 3549
167.802779,28.712271,NGC 3561
167.828617,5.837239,NGC 3567
167.855279,26.96338,NGC 3563
167.875699,-18.28863,NGC 3544
167.882754,55.670909,NGC 3556
168.035276,35.452557,NGC 3569
168.02528,27.583381,NGC 3570
168.247276,72.878974,NGC 3562
168.320697,-26.755587,NGC 3585
168.439016,48.273126,NGC 3577
168.548183,48.32007,NGC 3583
168.650701,12.818639,NGC 3593
168.772368,14.788086,NGC 3596
168.798617,17.263645,NGC 3598
168.807747,60.701191,NGC 3589
168.858601,47.447014,NGC 3595
168.864034,18.112813,NGC 3599
168.888202,5.116683,NGC 3601
168.967357,41.590897,NGC 3600
169.018918,-76.214805,NGC 3620
169.025257,55.68341,NGC 3594
169.194868,18.017813,NGC 3605
169.225701,18.053368,NGC 3607
169.244868,18.149202,NGC 3608
169.373203,4.554738,NGC 3611
169.458616,26.624769,NGC 3609
169.558199,26.619491,NGC 3612
169.57028,-32.813651,NGC 3621
169.587771,45.747013,NGC 3614
169.60817,58.787301,NGC 3610
169.651088,58.001467,NGC 3613
169.730703,13.093084,NGC 3623
169.841089,57.759801,NGC 3619
170.015702,18.358369,NGC 3626
170.053565,67.240917,NGC 3622
170.062787,12.991417,NGC 3627
170.068203,13.589473,NGC 3628
170.069038,2.965846,NGC 3630
170.105704,-10.281952,NGC 3636
170.108621,3.586681,NGC 3633
170.13234,57.782023,NGC 3625
170.132783,26.963103,NGC 3629
170.165287,-10.257507,NGC 3637
170.261514,53.171464,NGC 3631
170.278621,3.235569,NGC 3640
170.286538,3.195291,NGC 3641
170.356538,3.01418,NGC 3643
170.385288,2.810846,NGC 3644
170.430286,20.171149,NGC 3646
170.561953,20.209483,NGC 3649
170.576922,59.076191,NGC 3642
170.610702,24.298933,NGC 3651
170.626535,24.279211,NGC 3653
170.633195,39.876452,NGC 3648
170.648203,20.703372,NGC 3650
170.664863,37.766727,NGC 3652
170.728204,16.590867,NGC 3655
170.914432,53.844521,NGC 3656
170.938621,17.816424,NGC 3659
170.945706,-1.104438,NGC 3662
170.97735,52.920909,NGC 3657
170.992779,38.563395,NGC 3658
171.000288,-12.295844,NGC 3663
171.103622,3.327514,NGC 3664
171.107372,11.342803,NGC 3666
171.180696,38.763117,NGC 3665
171.175286,23.933377,NGC 3670
171.260289,-9.795285,NGC 3672
171.302786,-26.736699,NGC 3673
171.36401,57.722857,NGC 3669
171.381082,63.444805,NGC 3668
171.532777,43.585067,NGC 3675
171.573191,46.973959,NGC 3677
171.611929,57.049523,NGC 3674
171.623205,16.8642,NGC 3681
171.796955,17.030312,NGC 3684
171.884013,56.87869,NGC 3683
171.928158,66.590363,NGC 3682
171.934039,17.223645,NGC 3686
171.935707,-9.165561,NGC 3688
172.002786,29.51144,NGC 3687
172.036122,16.920867,NGC 3691
172.043204,25.662268,NGC 3689
172.10154,9.406412,NGC 3692
172.130678,58.557858,NGC 3690
172.2282,35.413392,NGC 3694
172.519874,-11.546398,NGC 3707
172.528624,9.276689,NGC 3705
172.556124,-8.863339,NGC 3702
172.788621,28.568106,NGC 3712
172.882787,-30.307816,NGC 3717
172.919459,3.489736,NGC 3716
173.056542,0.820565,NGC 3719
173.092376,0.804732,NGC 3720
173.149022,53.066465,NGC 3718
173.30029,24.433378,NGC 3728
173.337362,47.027571,NGC 3726
173.420259,61.888694,NGC 3725
173.457773,53.127021,NGC 3729
173.558626,-9.84584,NGC 3732
173.619876,-9.659729,NGC 3722
173.757771,54.8523,NGC 3733
173.903188,54.949245,NGC 3737
173.90029,25.050046,NGC 3739
173.953606,54.522856,NGC 3738
173.998985,70.535365,NGC 3735
174.029043,-12.569178,NGC 3777
174.139453,36.410894,NGC 3755
174.202357,54.296189,NGC 3756
174.226939,54.824245,NGC 3759
174.308626,17.840036,NGC 3768
174.31571,16.876145,NGC 3767
174.353179,61.760917,NGC 3762
174.431959,22.009486,NGC 3745
174.43278,47.894517,NGC 3769
174.453209,22.692543,NGC 3772
174.455292,22.025875,NGC 3748
174.466125,21.97393,NGC 3750
174.474459,21.980875,NGC 3753
174.475709,21.936153,NGC 3751
174.49735,59.616749,NGC 3770
174.538211,-9.607229,NGC 3789
174.554461,12.111972,NGC 3773
174.590695,-50.717009,NGC 3778
174.757788,-37.738938,NGC 3783
174.766958,26.360881,NGC 3781
174.836949,46.514238,NGC 3782
174.848189,56.270913,NGC 3780
174.874458,26.309214,NGC 3785
174.926957,31.909777,NGC 3786
174.93404,31.932833,NGC 3788
174.948627,17.713647,NGC 3790
175.031103,58.612304,NGC 3795
175.054461,15.342532,NGC 3800
175.068211,17.728369,NGC 3801
175.075294,17.750036,NGC 3802
175.126517,60.299805,NGC 3796
175.18696,22.445598,NGC 3808
175.200294,17.783369,NGC 3807
175.228607,56.202858,NGC 3804
175.244045,11.471415,NGC 3810
175.314435,59.886749,NGC 3809
175.317782,47.693128,NGC 3811
175.326122,36.547005,NGC 3813
175.449878,20.104761,NGC 3816
175.471546,10.301969,NGC 3817
175.489463,-6.155835,NGC 3818
175.520712,10.383914,NGC 3820
175.525296,10.350858,NGC 3819
175.547379,10.277802,NGC 3822
175.650711,18.84476,NGC 3827
175.688612,52.782022,NGC 3824
175.864446,52.712855,NGC 3829
175.875294,22.71671,NGC 3832
175.975713,7.925576,NGC 3843
175.986545,19.895039,NGC 3837
175.975295,20.066706,NGC 3840
176.000295,20.016706,NGC 3844
176.008629,19.950317,NGC 3842
176.023604,60.120361,NGC 3835
176.060274,57.950359,NGC 3838
176.123194,55.651191,NGC 3846
176.216964,-9.233062,NGC 3865
176.219046,19.455872,NGC 3859
176.269462,19.607261,NGC 3862
