name,ra,dec 
PGC 0056962,241.1495,17.7216
PGC 0056972,241.1653,17.7009
PGC 0057004,241.208,16.5839
PGC 0057006,241.2363,23.9328
PGC 0057019,241.2558,17.7758
PGC 0057033,241.2876,17.7302
PGC 0057086,241.4081,17.7673
PGC 0057090,241.415,18.1642
PGC 0057101,241.4465,15.7907
PGC 0057128,241.5254,18.6068
PGC 0057137,241.5667,18.25
PGC 0057147,241.6067,15.6853
PGC 0057172,241.6638,17.7611
PGC 0057404,242.7676,52.4499
PGC 0057408,242.8092,26.9236
PGC 0057455,242.9927,29.8384
PGC 0057482,243.1482,29.4846
PGC 0057634,243.8922,19.4614
PGC 0057707,244.2172,53.0059
PGC 0057728,244.3345,34.9014
PGC 0057974,245.7975,16.9325
PGC 0058185,246.8557,42.6793
PGC 0058199,246.9217,40.9267
PGC 0058238,247.0935,32.8491
PGC 0058265,247.1596,39.5513
PGC 0058788,250.4468,39.9841
PGC 0059292,254.1805,27.8219
PGC 0059332,254.4924,27.8547
PGC 0059456,255.3765,30.1674
PGC 0059474,255.5676,30.7033
PGC 0059525,255.9027,62.0254
PGC 0059535,255.9943,24.1776
PGC 0059727,257.5233,32.4997
PGC 0059947,258.8464,57.4109
PGC 0060025,259.471,61.7806
PGC 0060192,260.8559,56.974
PGC 0060228,261.1142,29.3899
PGC 0060323,261.8608,58.5158
PGC 0060536,263.8867,60.8131
PGC 0065372,311.7937,0.3632
PGC 0065376,311.8348,0.4841
PGC 0065379,311.8513,0.3007
PGC 0067945,330.8787,12.6367
PGC 0068006,331.3092,-0.6483
PGC 0068383,333.6957,13.8405
PGC 0070129,344.5082,13.1346
PGC 0070539,346.9539,0.9405
PGC 0070864,348.9444,13.2902
PGC 0071021,349.6934,-10.3992
PGC 0071343,351.084,14.6467
PGC 0072272,356.1253,0.3205
