SRC_NAME,RAJ2000,DECJ2000,IAUNAME
4FGL_J0225.6-4502,36.4313655458,-45.0545775389,1eRASS J022543.5-450313
4FGL_J0226.3-1845,36.6984517167,-18.7275665417,1eRASS J022647.7-184339
4FGL_J0227.0-1739,36.767704010009766,-17.6226749420166,1eRASS J022704.1-173723
4FGL_J0228.2-3102,37.0541051625,-31.0445230389,1eRASS J022812.9-310240
4FGL_J0230.0-5236,37.35527801513672,-52.5394401550293,1eRASS J022925.3-523223
4FGL_J0239.5-1353,39.9130226,-13.9026257694,1eRASS J023938.9-135405
4FGL_J0241.9-1603,40.4641831167,-16.0593443389,1eRASS J024151.3-160333
4FGL_J0248.6-3511,42.259742736816406,-35.287025451660156,1eRASS J024902.3-351713
4FGL_J0250.2-8224,42.7884806875,-82.441453425,1eRASS J025109.8-822627
4FGL_J0254.5-7511,43.29534149169922,-75.22129821777344,1eRASS J025309.8-751315
4FGL_J0259.5-1705,44.8892244292,-17.0938850361,1eRASS J025933.3-170540
4FGL_J0303.4-5232,45.8674676708,-52.5759149472,1eRASS J030328.1-523438
4FGL_J0308.1-2852,47.0702200958,-28.8514289833,1eRASS J030816.7-285101
4FGL_J0310.8-1041,47.642107425,-10.6208041667,1eRASS J031033.9-103712
4FGL_J0311.5-4402,47.76358413696289,-44.04111099243164,1eRASS J031103.3-440227
4FGL_J0312.4-3221,48.1425603625,-32.38794915,1eRASS J031234.3-322319
4FGL_J0315.4-2643,48.8630896958,-26.7334969278,1eRASS J031526.9-264359
4FGL_J0319.4-7045,50.03837585449219,-70.75933074951172,1eRASS J032009.0-704533
4FGL_J0325.9-1843,51.4774440375,-18.7365657306,1eRASS J032554.6-184412
4FGL_J0327.0-3751,51.74812316894531,-37.816165924072266,1eRASS J032659.7-374901
4FGL_J0327.5-1805,51.930589975,-18.0616742944,1eRASS J032743.3-180345
4FGL_J0330.7-2408,52.7084743792,-24.1033456583,1eRASS J033049.9-240613
4FGL_J0331.1-5243,52.812461853027344,-52.696720123291016,1eRASS J033115.2-524146
4FGL_J0338.7-5319,54.71629333496094,-53.40702819824219,1eRASS J033852.1-532423
4FGL_J0338.9-2848,54.7482652333,-28.7721484056,1eRASS J033859.4-284619
4FGL_J0340.5-0256,55.1358153375,-2.91506399444,1eRASS J034032.7-025455
4FGL_J0342.8-3007,55.6680951417,-30.1328475944,1eRASS J034240.7-300758
4FGL_J0345.5-3301,56.3739836417,-32.9353737944,1eRASS J034529.2-325611
4FGL_J0347.7-3616,56.99618148803711,-36.27678680419922,1eRASS J034759.1-361634
4FGL_J0348.8-0828,57.1901456042,-8.40692913056,1eRASS J034845.6-082422
4FGL_J0348.9-4859,57.303932189941406,-48.97358322143555,1eRASS J034912.9-485825
4FGL_J0350.0+0640,57.49101257324219,6.690611362457275,1eRASS J034957.8+064126
4FGL_J0350.6-3226,57.680484771728516,-32.549842834472656,1eRASS J035043.3-323259
4FGL_J0352.0-2516,58.0460515417,-25.2472965556,1eRASS J035210.7-251449
4FGL_J0356.1-1329,59.0453693375,-13.485021025,1eRASS J035610.7-132905
4FGL_J0357.2-0319,59.3587559,-3.299860875,1eRASS J035725.9-031756
4FGL_J0358.0-6946,59.3753437708,-69.8125040694,1eRASS J035729.1-694840
4FGL_J0358.5-5432,59.66975021362305,-54.56605911254883,1eRASS J035840.5-543403
4FGL_J0359.4-0236,59.8478601375,-2.58385523889,1eRASS J035923.1-023505
4FGL_J0401.3+0412,60.3329707417,4.22622417222,1eRASS J040119.9+041336
4FGL_J0401.9-2034,60.4696152375,-20.5861014333,1eRASS J040152.4-203508
4FGL_J0404.3-1559,61.1736997708,-15.9904645472,1eRASS J040441.5-155920
4FGL_J0412.3+0239,63.1196468125,2.67720140833,1eRASS J041228.7+024040
4FGL_J0412.7-3927,63.16020965576172,-39.4415283203125,1eRASS J041238.4-392631
4FGL_J0416.0-4743,63.97606658935547,-47.626502990722656,1eRASS J041554.4-473734
4FGL_J0416.4-2059,64.0181655883789,-20.940977096557617,1eRASS J041604.2-205626
4FGL_J0418.1-0252,64.4927505417,-2.83870292778,1eRASS J041758.0-025019
4FGL_J0421.0-0752,65.224754525,-7.87220508333,1eRASS J042053.9-075218
4FGL_J0423.7+0831,65.92709350585938,8.516536712646484,1eRASS J042342.3+083103
4FGL_J0427.3-3900,66.8402715708,-39.0166904361,1eRASS J042721.2-390102
4FGL_J0427.5-1831,66.87272644042969,-18.592636108398438,1eRASS J042729.1-183535
4FGL_J0428.7-5003,67.1776351928711,-50.09286117553711,1eRASS J042843.1-500535
4FGL_J0429.0-0006,67.329743,-0.103047255556,1eRASS J042919.2-000612
4FGL_J0431.2-0358,67.86699676513672,-4.1074724197387695,1eRASS J043128.0-040633
4FGL_J0433.5-1039,68.38703918457031,-10.708999633789062,1eRASS J043332.9-104232
4FGL_J0434.3-2517,68.58606719970703,-25.24264144897461,1eRASS J043420.4-251433
4FGL_J0436.7-7148,69.2682432958,-71.8056012472,1eRASS J043704.5-714819
4FGL_J0436.8-5223,69.21749877929688,-52.27763748168945,1eRASS J043651.7-521635
4FGL_J0437.2-5846,69.18012237548828,-58.66954040527344,1eRASS J043642.8-584012
4FGL_J0439.4-3202,69.8841674333,-32.0145174194,1eRASS J043932.0-320050
4FGL_J0441.3-2617,70.33541870117188,-26.28318977355957,1eRASS J044119.9-261700
4FGL_J0447.2-2539,71.8394042125,-25.6584923833,1eRASS J044721.5-253932
4FGL_J0450.3-4419,72.5088119506836,-44.30585861206055,1eRASS J045002.2-441817
4FGL_J0450.7-4938,72.76116943359375,-49.60744094848633,1eRASS J045102.4-493626
4FGL_J0450.8-2327,72.78125,-23.426082611083984,1eRASS J045107.6-232534
4FGL_J0453.5-1233,73.42078399658203,-12.565166473388672,1eRASS J045340.8-123400
4FGL_J0456.4-4043,74.1346435546875,-40.689544677734375,1eRASS J045632.5-404125
4FGL_J0458.0+1152,74.5203826792,11.8619979028,1eRASS J045804.6+115149
4FGL_J0500.4-5321,75.08016967773438,-53.35599899291992,1eRASS J050019.3-532122
4FGL_J0501.0-2423,75.3035888671875,-24.383773803710938,1eRASS J050112.7-242301
4FGL_J0504.3-0955,76.08129119873047,-9.942444801330566,1eRASS J050419.4-095632
4FGL_J0507.4-3346,76.8636454583,-33.7765137444,1eRASS J050727.2-334635
4FGL_J0509.1-7317,77.30366516113281,-73.29877471923828,1eRASS J050912.7-731753
4FGL_J0516.1-7240,79.1571623208,-72.6187404639,1eRASS J051637.6-723711
4FGL_J0519.0+0851,79.7950463875,8.81575971667,1eRASS J051910.7+084858
4FGL_J0521.4-2957,80.39025115966797,-29.963417053222656,1eRASS J052133.6-295750
4FGL_J0521.8-3848,80.4553158792,-38.8418927139,1eRASS J052149.2-385030
4FGL_J0524.1-5659,81.16768646240234,-56.980987548828125,1eRASS J052440.3-565854
4FGL_J0524.5-2614,81.16566467285156,-26.265249252319336,1eRASS J052439.7-261556
4FGL_J0525.6-6013,81.4267838917,-60.2278257278,1eRASS J052542.5-601340
4FGL_J0529.1-0101,82.2675623833,-0.959713047222,1eRASS J052904.1-005735
4FGL_J0529.1+0935,82.2606654125,9.57652051111,1eRASS J052902.4+093438
4FGL_J0533.3-5549,83.35157775878906,-55.82680892944336,1eRASS J053324.4-554936
4FGL_J0536.0-2754,83.9648153583,-27.8657063611,1eRASS J053551.5-275159
4FGL_J0536.5-2548,84.11204528808594,-25.796722412109375,1eRASS J053626.7-254747
4FGL_J0539.7-1030,84.95649719238281,-10.493888854980469,1eRASS J053949.6-102938
