name,ra,dec,major,minor,angle
FL16Y J1317.6+3427,199.4055,34.4621,0.0465,0.0429,-46.99
FL16Y J1317.6-0200,199.4103,-2.0054,0.0862,0.0708,53.28
FL16Y J1318.0-1142,199.5134,-11.7154,0.0716,0.0607,-13.7
FL16Y J1318.1-1738,199.5252,-17.6413,0.0704,0.063,65.36
FL16Y J1318.1+7447,199.5469,74.7945,0.0801,0.0609,-58.44
FL16Y J1318.5+6755,199.6375,67.9297,0.0494,0.0452,35.48
FL16Y J1318.5-3912,199.6496,-39.2018,0.1095,0.0899,88.23
FL16Y J1318.7-1235,199.6917,-12.5856,0.0278,0.0248,72.95
FL16Y J1318.8-6353,199.7215,-63.8978,0.0654,0.0576,-62.63
FL16Y J1318.9-4557,199.7266,-45.9607,0.068,0.0607,25.49
FL16Y J1319.5+1405,199.8929,14.09,0.0352,0.0332,-5.26
FL16Y J1319.5+7759,199.8933,77.99,0.0241,0.0223,-56.38
FL16Y J1319.6-0046,199.9245,-0.7744,0.0719,0.0692,65.65
FL16Y J1319.9+8450,199.9764,84.8385,0.0624,0.0542,-73.95
FL16Y J1320.6-4503,200.1508,-45.0601,0.0717,0.0642,55.43
FL16Y J1320.7-6408,200.1784,-64.1464,0.113,0.0824,25.5
FL16Y J1320.7+3311,200.1955,33.1971,0.0838,0.0761,-76.08
FL16Y J1321.2+2216,200.3039,22.2759,0.0175,0.017,84.07
FL16Y J1321.2-6251,200.3067,-62.8644,0.1413,0.095,15.98
FL16Y J1321.2-2636,200.308,-26.6056,0.064,0.0538,-3.68
FL16Y J1321.5+8315,200.396,83.256,0.0603,0.0511,29.3
FL16Y J1322.0-5919,200.505,-59.3207,0.0962,0.0811,-38.41
FL16Y J1322.1-4624,200.5265,-46.4109,0.0769,0.0719,-40.82
FL16Y J1322.2+0843,200.5551,8.7199,0.0563,0.042,38.91
FL16Y J1322.3-0606,200.5934,-6.1077,0.0443,0.0372,-58.39
FL16Y J1322.5-1417,200.6473,-14.2991,0.0612,0.0456,-80.99
FL16Y J1322.7-0937,200.6774,-9.6222,0.0405,0.0399,40.55
FL16Y J1322.7-1616,200.6779,-16.2831,0.0484,0.04,3.18
FL16Y J1322.7+3216,200.699,32.2806,0.0438,0.0377,-45.66
FL16Y J1322.9-6230,200.7406,-62.5057,0.1464,0.0943,-69.14
FL16Y J1323.0+0438,200.7652,4.6435,0.0421,0.0356,66.28
FL16Y J1323.0+2941,200.7707,29.6868,0.0162,0.0154,-67.05
FL16Y J1323.9+1405,200.9793,14.0996,0.0236,0.0203,45.19
FL16Y J1324.0-4330e,201.0,-43.5,,,
FL16Y J1324.0+7857,201.0058,78.958,0.14,0.14,0.0
FL16Y J1324.5-2338,201.1384,-23.6383,0.0421,0.0374,-6.04
FL16Y J1324.5+4743,201.1459,47.7186,0.0473,0.0439,-50.39
FL16Y J1324.6-2524,201.1534,-25.41,0.0686,0.0588,-24.52
FL16Y J1325.2-5411,201.3138,-54.1934,0.0448,0.0428,34.81
FL16Y J1325.3+6621,201.3449,66.3506,0.072,0.0523,85.66
FL16Y J1325.5-4301B,201.3767,-43.0174,,,
FL16Y J1325.5-4301A,201.3767,-43.0174,0.0139,0.0125,45.22
FL16Y J1325.7-0227,201.4378,-2.4653,0.0564,0.0481,-88.54
FL16Y J1325.9+3505,201.4752,35.09,0.0391,0.0366,35.19
FL16Y J1326.1+4115,201.54,41.2519,0.0463,0.042,-8.05
FL16Y J1326.1+1231,201.5485,12.5324,0.0496,0.0462,60.01
FL16Y J1326.2+2933,201.563,29.5595,0.0398,0.0339,46.81
FL16Y J1326.6+0153,201.6612,1.8861,0.089,0.0626,3.77
FL16Y J1326.6-4729,201.668,-47.4875,0.0222,0.0216,-64.37
FL16Y J1326.7-0503,201.6982,-5.0653,0.0572,0.0459,-89.8
FL16Y J1326.8-5256,201.709,-52.9397,0.0163,0.0153,-24.0
FL16Y J1326.9+2210,201.7365,22.1711,0.0279,0.0271,6.87
FL16Y J1327.2-6752,201.8245,-67.8694,0.1794,0.1256,81.08
FL16Y J1327.7+2526,201.9361,25.4414,0.1437,0.0947,29.32
FL16Y J1328.1-6218,202.0448,-62.3086,0.6116,0.2696,-23.94
FL16Y J1328.5-4727,202.1404,-47.4596,0.0194,0.018,-68.7
FL16Y J1328.5+1145,202.142,11.7638,0.0342,0.0286,68.99
FL16Y J1329.0-5607,202.2633,-56.1215,0.0162,0.0159,-67.76
FL16Y J1329.0+5012,202.2638,50.2066,0.1403,0.1253,-7.62
FL16Y J1329.5-0530,202.3941,-5.5047,0.0543,0.0462,44.02
FL16Y J1329.6+4739,202.4089,47.6666,0.063,0.0564,-52.76
FL16Y J1329.6-3940,202.4152,-39.6698,0.2801,0.1979,-66.24
FL16Y J1329.8-1558,202.4585,-15.983,0.0474,0.042,27.57
FL16Y J1329.9-6109,202.4896,-61.1522,0.0267,0.0245,51.53
FL16Y J1330.1-7003,202.5315,-70.0606,0.0192,0.0188,-41.34
FL16Y J1330.2+3155,202.5742,31.9332,0.1198,0.0905,-81.39
FL16Y J1330.3+7002,202.5838,70.0393,0.0255,0.0215,55.85
FL16Y J1330.4+4441,202.6017,44.6897,0.0286,0.0261,-27.3
FL16Y J1330.4+2416,202.6071,24.2708,0.0533,0.05,12.82
FL16Y J1330.8+5201,202.711,52.0211,0.0325,0.0305,47.19
FL16Y J1330.9+2932,202.7399,29.5486,0.0599,0.0558,84.16
FL16Y J1330.9+5655,202.7404,56.9263,0.0399,0.0324,3.32
FL16Y J1330.9+3030,202.7486,30.512,0.0839,0.0644,-17.66
FL16Y J1331.0-3818,202.7592,-38.3004,0.1112,0.0837,-82.58
FL16Y J1331.3-1325,202.8356,-13.4228,0.0502,0.0429,-33.36
FL16Y J1331.6-0343,202.9066,-3.7171,0.1562,0.1214,47.19
FL16Y J1331.6+1711,202.9119,17.1875,0.0493,0.0409,-51.03
FL16Y J1331.6-0647,202.9225,-6.7963,0.0591,0.0457,-33.96
FL16Y J1332.0-0509,203.019,-5.1588,0.02,0.0194,-68.21
FL16Y J1332.3-2301,203.0902,-23.0243,0.1384,0.1068,-89.22
FL16Y J1332.4+4724,203.1058,47.4007,0.1146,0.0883,-77.17
FL16Y J1332.6-1256,203.1584,-12.9465,0.0171,0.0164,53.87
FL16Y J1332.8-7624,203.2057,-76.405,0.1945,0.129,-27.98
FL16Y J1333.2-4706,203.3047,-47.1041,0.0883,0.076,63.48
FL16Y J1333.2+2726,203.318,27.4391,0.0449,0.0406,76.57
FL16Y J1333.3-6629,203.3448,-66.4966,0.1765,0.1274,-65.24
FL16Y J1333.5+1539,203.3766,15.6645,0.0873,0.0639,-89.05
FL16Y J1333.8+5056,203.4627,50.9397,0.026,0.0248,25.31
FL16Y J1334.0-1150,203.5118,-11.8417,0.0542,0.0518,-10.48
FL16Y J1334.1-3521,203.5359,-35.3582,0.0606,0.0557,-15.98
FL16Y J1334.2-4152,203.5637,-41.8804,0.0897,0.0655,68.01
FL16Y J1334.7+5634,203.6952,56.581,0.0525,0.0496,68.01
FL16Y J1334.9-3857,203.7448,-38.9665,0.0662,0.0601,1.41
FL16Y J1335.0-4421,203.7658,-44.352,0.107,0.0939,38.06
FL16Y J1335.1-5655,203.7843,-56.931,0.0259,0.0222,53.47
FL16Y J1335.2-4547,203.8029,-45.7919,0.1055,0.0735,83.75
FL16Y J1335.4-2950,203.8676,-29.8452,0.0272,0.0223,-86.03
FL16Y J1335.6+4758,203.9187,47.976,0.0918,0.0731,74.92
FL16Y J1335.7-4051,203.9433,-40.8656,0.0471,0.0415,-60.69
FL16Y J1336.0+2105,204.0073,21.0979,0.0617,0.0478,83.11
FL16Y J1336.1+2319,204.0396,23.3214,0.049,0.0398,-31.52
FL16Y J1336.3+2049,204.0938,20.8281,0.0881,0.0765,6.87
FL16Y J1336.3-8115,204.0951,-81.2602,0.3807,0.2111,-47.92
FL16Y J1336.6-1528,204.1504,-15.4811,0.0397,0.0363,43.06
FL16Y J1337.0-4610,204.2517,-46.1724,0.1046,0.0866,43.02
FL16Y J1337.2+0036,204.3057,0.6042,0.066,0.0529,-72.05
FL16Y J1337.6+5501,204.4043,55.0323,0.0944,0.0756,-62.89
FL16Y J1337.6-1256,204.4215,-12.948,0.0175,0.0171,-80.31
FL16Y J1337.8+6533,204.4545,65.5547,0.1359,0.1141,75.88
FL16Y J1337.9-1959,204.4975,-19.9896,0.09,0.0742,-54.2
FL16Y J1338.0-7801,204.5137,-78.0333,0.0409,0.0382,9.64
FL16Y J1338.0-4159,204.5205,-41.9937,0.045,0.0401,-79.42
FL16Y J1338.0-0931,204.5238,-9.5177,0.0543,0.0459,-57.5
FL16Y J1338.1-4513,204.544,-45.2172,0.0903,0.0593,68.31
FL16Y J1338.3-5922,204.5935,-59.3713,0.1588,0.147,42.43
FL16Y J1338.9+1153,204.7345,11.8918,0.0266,0.0262,-34.4
FL16Y J1339.0-2359,204.7588,-23.9977,0.0259,0.0221,28.86
FL16Y J1339.3-2619,204.8314,-26.3255,0.0367,0.0334,76.83
FL16Y J1339.9-0136,204.9824,-1.6101,0.0694,0.0673,-31.82
FL16Y J1339.9+3859,204.9955,38.9973,0.1596,0.0978,-68.43
FL16Y J1340.0-1501,205.0206,-15.0263,0.0401,0.0372,82.25
FL16Y J1340.3+6925,205.0847,69.4206,0.0567,0.0552,14.39
FL16Y J1340.4-7059,205.1207,-70.9843,0.4341,0.1819,-79.23
FL16Y J1340.5+4409,205.1465,44.1616,0.025,0.0232,-0.97
FL16Y J1340.6-0411,205.1561,-4.1908,0.0346,0.0297,81.96
FL16Y J1341.1+3958,205.2967,39.9805,0.0315,0.0272,-47.98
FL16Y J1341.3+7434,205.3297,74.579,0.0539,0.0499,77.51
FL16Y J1341.6-2854,205.4131,-28.9132,0.1851,0.1486,83.21
FL16Y J1341.7+5518,205.4433,55.3076,0.1323,0.1191,-24.89
FL16Y J1341.7-3906,205.4462,-39.1015,0.0385,0.0317,-64.85
FL16Y J1341.8-6218,205.4534,-62.3006,0.0622,0.0506,-16.07
FL16Y J1341.9-2055,205.4936,-20.927,0.1013,0.0877,-9.13
FL16Y J1342.0+1043,205.5081,10.7284,0.0826,0.0754,50.81
FL16Y J1342.1-6828,205.5459,-68.4782,0.0749,0.0671,-18.17
FL16Y J1342.6-5729,205.6521,-57.4958,0.1121,0.0876,-23.29
FL16Y J1342.6+0941,205.656,9.6935,0.0361,0.0302,5.16
FL16Y J1342.7+0503,205.6973,5.0644,0.0553,0.0513,-87.59
FL16Y J1343.4-6206,205.8506,-62.1041,0.111,0.059,76.73
FL16Y J1343.7+5754,205.9368,57.9119,0.1196,0.0881,67.66
FL16Y J1344.0-7657,206.005,-76.9586,0.0509,0.043,-65.29
FL16Y J1344.0+6605,206.024,66.0853,0.035,0.0324,45.49
FL16Y J1344.2-1724,206.0593,-17.4004,0.0189,0.0184,-13.46
FL16Y J1344.3-6516,206.0786,-65.2695,0.0809,0.07,42.18
FL16Y J1344.4-3655,206.1183,-36.9294,0.0327,0.029,-62.13
FL16Y J1344.9-6224,206.2423,-62.4123,0.0574,0.0431,18.87
FL16Y J1345.1-4030,206.2861,-40.5067,0.0656,0.0536,15.68
FL16Y J1345.3-6250,206.3335,-62.8402,0.0916,0.067,10.56
FL16Y J1345.5+4453,206.3882,44.8851,0.0103,0.0102,-71.42
FL16Y J1345.5-3356,206.3959,-33.9448,0.0338,0.0309,-18.06
FL16Y J1345.8+0707,206.4669,7.1171,0.041,0.0345,-49.36
FL16Y J1345.9-2611,206.4848,-26.1929,0.0539,0.0464,-60.85
FL16Y J1346.0-4652,206.5124,-46.8704,0.2937,0.1992,-1.77
FL16Y J1346.1-5122,206.5303,-51.3701,0.075,0.0545,40.97
FL16Y J1346.2+7319,206.5652,73.3198,0.1552,0.1056,-65.03
FL16Y J1346.2+7229,206.5691,72.4882,0.0741,0.0672,-56.29
FL16Y J1346.2-6026,206.5736,-60.4449,0.033,0.0286,39.89
FL16Y J1346.4+3646,206.6215,36.7673,0.0525,0.0491,85.85
FL16Y J1346.4+5329,206.6233,53.4922,0.0888,0.0734,-52.76
FL16Y J1347.0-2958,206.7728,-29.9799,0.028,0.0268,-46.47
FL16Y J1347.5-3752,206.8973,-37.8789,0.0358,0.0346,61.21
FL16Y J1347.9-0615,206.994,-6.2645,0.092,0.074,-3.24
FL16Y J1348.9-5828,207.2353,-58.4761,0.0758,0.0696,-83.18
FL16Y J1348.9+0756,207.238,7.94,0.0254,0.0247,-46.58
FL16Y J1349.1-1113,207.292,-11.2275,0.0925,0.0884,-15.86
FL16Y J1349.3-7152,207.349,-71.8778,0.0553,0.0435,76.95
FL16Y J1349.3-6208,207.3494,-62.1385,0.081,0.0745,8.01
FL16Y J1349.5-1132,207.3851,-11.5482,0.0483,0.0437,42.74
FL16Y J1350.0+0404,207.5247,4.078,0.1153,0.1117,-39.57
FL16Y J1350.7-6225,207.6753,-62.4235,0.0201,0.0195,-19.43
FL16Y J1350.9+3034,207.7266,30.5668,0.0282,0.0271,80.82
FL16Y J1350.9-2758,207.7403,-27.981,0.1143,0.0707,85.08
FL16Y J1351.1+0030,207.784,0.5129,0.0465,0.0424,-69.12
FL16Y J1351.2-1529,207.8203,-15.4878,0.0339,0.0318,-50.15
FL16Y J1351.3-6116,207.8315,-61.278,0.1548,0.1155,-3.6
FL16Y J1351.3+1114,207.8363,11.2439,0.0172,0.0169,86.43
FL16Y J1351.7-2913,207.9269,-29.221,0.0551,0.0455,-64.32
FL16Y J1351.8-6141,207.9707,-61.6981,0.0609,0.0417,84.95
FL16Y J1351.9+2848,207.9833,28.8035,0.0445,0.0409,13.7
FL16Y J1351.9+5542,207.9883,55.7061,0.0488,0.0435,88.14
FL16Y J1352.3-8750,208.079,-87.8343,0.1214,0.1023,-69.63
FL16Y J1352.3-0015,208.0845,-0.2549,0.0925,0.0837,18.19
FL16Y J1352.5+3132,208.1398,31.5497,0.1554,0.1487,7.72
FL16Y J1352.6-2742,208.1518,-27.7001,0.0662,0.0642,55.45
FL16Y J1353.0-4413,208.2619,-44.2188,0.026,0.0239,89.17
FL16Y J1353.2+3740,208.3229,37.6762,0.0493,0.0422,-66.41
FL16Y J1353.3+1434,208.3374,14.5786,0.0336,0.0272,31.15
FL16Y J1353.4+5600,208.3517,56.0071,0.0318,0.0281,8.89
FL16Y J1353.5-6639,208.3888,-66.6641,0.0165,0.0157,9.44
FL16Y J1353.7-3936,208.4495,-39.6152,0.0357,0.0331,68.87
FL16Y J1354.1-0205,208.5436,-2.0964,0.168,0.1227,46.09
FL16Y J1354.1+2557,208.5471,25.9581,0.1193,0.1158,-3.09
FL16Y J1354.2+0353,208.5729,3.8835,0.0343,0.0329,80.34
FL16Y J1354.3+6646,208.5883,66.7797,0.1,0.1,0.0
FL16Y J1354.4+3707,208.6204,37.1263,0.026,0.023,52.25
FL16Y J1354.5+6930,208.6253,69.5147,0.0746,0.0581,58.27
FL16Y J1354.7+0622,208.6914,6.3769,0.0669,0.0526,-37.85
FL16Y J1354.8-1041,208.7057,-10.6942,0.0342,0.0337,40.38
FL16Y J1355.2-6420e,208.802,-64.345,,,
FL16Y J1355.5-6752,208.8943,-67.8767,0.2658,0.2005,-29.09
FL16Y J1356.2-2455,209.0659,-24.9288,0.1317,0.0955,-35.06
FL16Y J1356.3-6156,209.0921,-61.934,0.1851,0.1718,42.41
FL16Y J1356.3-1725,209.096,-17.4324,0.0493,0.0478,-51.71
FL16Y J1356.6+0232,209.1653,2.5354,0.0741,0.0542,-37.82
FL16Y J1356.8-6432,209.214,-64.5351,0.036,0.0337,-50.96
FL16Y J1357.0+1919,209.2743,19.3241,0.0505,0.0488,47.28
FL16Y J1357.3-6116,209.3465,-61.2818,0.1236,0.0927,9.81
FL16Y J1357.6+0127,209.4013,1.466,0.0287,0.0279,60.53
FL16Y J1357.8-4908,209.4638,-49.1351,0.0409,0.0399,-67.4
FL16Y J1357.9+7643,209.476,76.7217,0.0394,0.0381,39.21
FL16Y J1357.9-5723,209.4763,-57.3876,0.1227,0.1089,-0.23
FL16Y J1358.1-7748,209.5356,-77.8012,0.1285,0.0948,13.6
FL16Y J1358.1-6209,209.538,-62.1644,0.0535,0.0461,-55.37
FL16Y J1358.5-6024,209.628,-60.4154,0.0313,0.0303,63.41
FL16Y J1358.9-7844,209.7268,-78.7361,0.0841,0.0574,43.13
FL16Y J1358.9-0701,209.7353,-7.026,0.0715,0.0607,9.94
FL16Y J1359.0+5544,209.7651,55.7406,0.0293,0.0248,-54.48
FL16Y J1359.2-1152,209.8063,-11.8771,0.0559,0.0426,25.4
FL16Y J1359.3+0200,209.8496,2.0001,0.0841,0.0778,37.4
FL16Y J1359.7-6620,209.9378,-66.3421,0.1425,0.0616,-4.51
FL16Y J1359.7+4011,209.9439,40.1985,0.0613,0.0611,35.06
FL16Y J1359.8-3745,209.9643,-37.7645,0.0235,0.0215,34.26
FL16Y J1400.0+3615,210.0053,36.2502,0.2154,0.1502,84.94
FL16Y J1400.1-2415,210.0278,-24.2584,0.0329,0.0295,8.38
FL16Y J1400.1-6048,210.0308,-60.8139,0.0782,0.0657,-11.86
FL16Y J1400.2-4008,210.0658,-40.1459,0.0462,0.0397,0.02
FL16Y J1400.5-6149,210.1308,-61.8312,0.1247,0.0839,-2.88
FL16Y J1400.6-1432,210.1587,-14.5418,0.0309,0.0303,-13.69
FL16Y J1400.8-5604,210.2042,-56.0809,0.0443,0.0406,85.39
FL16Y J1401.0-6110,210.2532,-61.1667,0.1097,0.0816,-3.52
FL16Y J1401.1-3717,210.2928,-37.295,0.0342,0.0277,-36.74
FL16Y J1401.2-5008,210.3166,-50.1375,0.0845,0.0674,-41.74
FL16Y J1401.3-0915,210.327,-9.2566,0.0408,0.0376,41.24
FL16Y J1401.6-6131,210.4136,-61.5273,0.0981,0.095,75.1
FL16Y J1401.7-3219,210.4356,-32.3272,0.0953,0.0657,-88.97
FL16Y J1402.0-0023,210.512,-0.3961,0.6856,0.3669,30.75
FL16Y J1402.3-4649,210.5992,-46.8217,0.0353,0.0335,-16.66
FL16Y J1402.5-3326,210.6313,-33.4431,0.1318,0.1122,-2.85
FL16Y J1402.6-1829,210.6504,-18.4859,0.1257,0.0907,-4.41
FL16Y J1402.7+1601,210.6787,16.0251,0.0577,0.0472,41.26
FL16Y J1402.7+1306,210.6996,13.1152,0.0586,0.0573,-83.82
FL16Y J1403.0+5833,210.7581,58.5519,0.0932,0.0784,69.5
FL16Y J1403.2-5801,210.82,-58.0304,0.2601,0.1345,-67.35
FL16Y J1403.4-6236,210.8516,-62.602,0.0402,0.0375,-74.72
FL16Y J1403.4+4319,210.8542,43.3175,0.0346,0.0297,-75.46
FL16Y J1403.6+3607,210.9081,36.12,0.0419,0.0359,-38.2
FL16Y J1403.7+2431,210.9478,24.52,0.0756,0.0581,-20.64
FL16Y J1404.8-5236,211.202,-52.6135,0.0477,0.0396,32.08
FL16Y J1404.8+0402,211.2229,4.036,0.0208,0.0189,88.98
FL16Y J1404.9+6554,211.2332,65.913,0.0205,0.0195,83.78
FL16Y J1404.9-6203,211.2339,-62.0653,0.1093,0.0713,78.5
FL16Y J1404.9-5848,211.2422,-58.8053,0.1847,0.1037,-21.86
FL16Y J1405.1-0640,211.2876,-6.6668,0.0506,0.0495,-73.76
FL16Y J1405.1-1550,211.293,-15.8454,0.1311,0.0854,3.46
FL16Y J1405.2+3055,211.3005,30.9265,0.0939,0.0794,31.44
FL16Y J1405.2-6118,211.3157,-61.3157,0.0218,0.0201,-77.95
FL16Y J1405.8-1853,211.473,-18.8847,0.0434,0.0418,0.92
FL16Y J1406.1-2508,211.5408,-25.1349,0.0264,0.0253,-48.67
FL16Y J1406.4-6525,211.6002,-65.4265,0.273,0.2088,49.18
FL16Y J1406.5-1654,211.6282,-16.9069,0.1083,0.0763,-6.44
FL16Y J1406.6-3935,211.6654,-39.5876,0.0493,0.0423,26.91
FL16Y J1406.9+1643,211.7498,16.7309,0.0306,0.0276,-50.94
FL16Y J1407.2-3015,211.8005,-30.2578,0.1269,0.1195,11.06
FL16Y J1407.2+5310,211.8117,53.1808,0.1325,0.1213,-52.71
FL16Y J1407.4-2704,211.865,-27.0734,0.0623,0.0364,24.5
FL16Y J1407.6-4302,211.9121,-43.043,0.0295,0.0272,-28.75
FL16Y J1408.0+3835,212.0233,38.5846,0.0971,0.0722,46.39
FL16Y J1408.3-5810,212.0776,-58.1686,0.1115,0.0875,11.67
FL16Y J1408.4-5913,212.1132,-59.2278,0.1356,0.1207,52.79
FL16Y J1408.4+7626,212.1231,76.4399,0.2352,0.2119,57.47
FL16Y J1408.5-6006,212.1421,-60.1054,0.1383,0.1209,23.56
FL16Y J1408.6-2917,212.1612,-29.2958,0.0766,0.0709,14.73
FL16Y J1408.7+3617,212.1789,36.2919,0.0643,0.0556,-47.43
FL16Y J1408.8-3748,212.2069,-37.8105,0.0553,0.053,-62.76
FL16Y J1408.9-0751,212.2345,-7.8666,0.0116,0.0112,75.75
FL16Y J1409.1-6121e,212.294,-61.353,,,
FL16Y J1409.6+5940,212.4143,59.6684,0.0738,0.0605,-3.01
FL16Y J1410.0-6131,212.5034,-61.5228,0.0827,0.0569,145.02
FL16Y J1410.1+0516,212.5271,5.2787,0.0648,0.0573,70.86
FL16Y J1410.1+0202,212.5279,2.0374,0.0327,0.0311,-49.94
FL16Y J1410.4+1439,212.6161,14.6502,0.0384,0.0314,88.07
FL16Y J1410.5+6215,212.6265,62.2613,0.049,0.046,6.76
FL16Y J1410.5+2821,212.6348,28.357,0.03,0.0277,-31.28
FL16Y J1410.5+6100,212.6412,61.0021,0.0352,0.0332,50.22
FL16Y J1410.6-5943,212.6524,-59.7222,0.1236,0.0802,-30.99
FL16Y J1410.6+7405,212.6734,74.0868,0.0214,0.0207,37.67
FL16Y J1410.9-7455,212.7352,-74.9185,0.2589,0.1586,-54.7
FL16Y J1411.2+3711,212.8159,37.191,0.1575,0.1303,-34.9
FL16Y J1411.5-0724,212.8881,-7.404,0.0369,0.0294,-42.12
FL16Y J1411.6+7425,212.9249,74.4195,0.0324,0.0274,15.85
FL16Y J1411.8+2133,212.9681,21.5569,0.0862,0.0618,43.09
FL16Y J1411.8+5249,212.9717,52.8205,0.0317,0.0293,2.15
FL16Y J1412.0-6631,213.0138,-66.5269,0.0471,0.0438,-6.6
FL16Y J1412.2+3835,213.0614,38.598,0.0472,0.0401,79.66
FL16Y J1413.2-6520,213.3134,-65.3412,0.0464,0.0405,31.56
FL16Y J1413.4-6205,213.3745,-62.0887,0.0101,0.01,45.97
FL16Y J1414.0-2822,213.5034,-28.3717,0.1296,0.0908,-83.5
FL16Y J1414.0+7908,213.5053,79.1402,0.1164,0.1071,21.28
FL16Y J1414.1-6705,213.5433,-67.0906,0.1808,0.1534,-40.99
FL16Y J1414.7+0825,213.6832,8.4262,0.1524,0.1359,49.17
FL16Y J1414.9-5636,213.7486,-56.6065,0.2666,0.188,-76.15
FL16Y J1415.2-6105,213.8246,-61.0918,0.0783,0.0675,76.87
FL16Y J1415.3-6459,213.8405,-64.9948,0.0539,0.0481,-82.32
FL16Y J1415.6+4830,213.9073,48.5135,0.0216,0.0192,-37.27
FL16Y J1415.8-1503,213.9613,-15.0642,0.0939,0.0874,-45.67
FL16Y J1415.8-6143,213.9678,-61.7254,0.1632,0.0966,68.31
FL16Y J1415.9+1320,213.9994,13.3398,0.014,0.0129,-64.33
FL16Y J1416.0+3441,214.0083,34.6915,0.0963,0.0818,26.1
FL16Y J1416.1-1008,214.0298,-10.1423,0.1742,0.1536,82.84
FL16Y J1416.1-2418,214.0455,-24.3007,0.0332,0.0302,39.68
FL16Y J1416.4-6122,214.114,-61.38,0.0691,0.057,-63.03
FL16Y J1416.7-5023,214.177,-50.3958,0.037,0.0324,18.15
FL16Y J1417.4+6100,214.3664,61.001,0.1345,0.0974,-3.46
FL16Y J1417.5-4402,214.3942,-44.0455,0.0263,0.0234,-34.9
FL16Y J1417.9+2543,214.4848,25.7206,0.0196,0.0174,52.87
FL16Y J1418.4-0233,214.6034,-2.5596,0.0114,0.0113,-23.31
FL16Y J1418.5+3543,214.6252,35.7209,0.0154,0.015,-35.25
FL16Y J1418.5-3508,214.6472,-35.1344,0.1403,0.1092,-37.96
FL16Y J1418.6-6057,214.6746,-60.965,0.01,0.0096,68.04
FL16Y J1418.8+7732,214.7198,77.5338,0.0219,0.0196,80.52
FL16Y J1419.3+0445,214.8451,4.7544,0.0369,0.0312,81.31
FL16Y J1419.4-0838,214.853,-8.6444,0.017,0.0167,-33.96
FL16Y J1419.5+2527,214.8789,25.4621,0.0648,0.0476,26.86
FL16Y J1419.5-5153,214.8938,-51.8975,0.0342,0.0313,-73.56
FL16Y J1419.7+3820,214.9383,38.3464,0.0462,0.0407,-68.05
FL16Y J1419.8+5423,214.9512,54.3861,0.0177,0.0176,29.92
FL16Y J1419.8-5412,214.9688,-54.2111,0.2168,0.1579,-89.5
FL16Y J1419.9-6124,214.9809,-61.4066,0.0695,0.0666,-48.18
FL16Y J1419.9-6049,214.9821,-60.8273,0.0209,0.0196,65.57
FL16Y J1420.0-6020,215.0029,-60.334,0.1653,0.1158,-47.07
FL16Y J1420.3-6046e,215.082,-60.782,,,
FL16Y J1420.3+0613,215.0913,6.2273,0.0649,0.0592,34.68
FL16Y J1420.7-6701,215.1773,-67.0314,0.0939,0.0688,-9.84
FL16Y J1420.8+1659,215.2165,16.9834,0.2067,0.1773,-80.07
FL16Y J1420.9-3729,215.2356,-37.4953,0.0785,0.0597,-35.28
FL16Y J1421.0-2430,215.2558,-24.5076,0.0435,0.0384,38.04
FL16Y J1421.0-4615,215.2711,-46.2636,0.0649,0.0488,-19.59
FL16Y J1421.0+3900,215.2739,39.016,0.0852,0.0751,-33.11
FL16Y J1421.1-1119,215.2825,-11.3307,0.0453,0.0432,-9.12
FL16Y J1421.2-7921,215.3156,-79.3538,0.0384,0.0354,-20.98
FL16Y J1421.4-1655,215.3692,-16.9219,0.0606,0.0446,76.18
FL16Y J1421.8-4816,215.4572,-48.2673,0.2111,0.1811,-46.26
FL16Y J1422.3+8152,215.5995,81.8784,0.0826,0.0651,89.11
FL16Y J1422.4-6137,215.6128,-61.6249,0.0128,0.0124,-31.87
FL16Y J1422.5+3223,215.6385,32.3866,0.0105,0.0104,42.1
FL16Y J1422.6+5801,215.658,58.0265,0.0217,0.0214,61.94
FL16Y J1422.8+4802,215.7041,48.0365,0.1405,0.11,51.88
FL16Y J1422.8+4954,215.7131,49.9009,0.3459,0.1885,48.96
FL16Y J1423.1-6107,215.7914,-61.1254,0.1412,0.1011,-17.53
FL16Y J1423.1+3738,215.7976,37.6401,0.0247,0.0224,36.94
FL16Y J1423.6+1413,215.901,14.2317,0.0904,0.0574,35.24
FL16Y J1423.6+4523,215.9143,45.3929,0.0485,0.0394,-77.25
FL16Y J1423.6-4457,215.9229,-44.9575,0.1181,0.0887,-5.61
FL16Y J1423.7-0534,215.9429,-5.5681,0.3103,0.2373,18.49
FL16Y J1423.9-7829,215.9827,-78.4942,0.0328,0.0284,80.49
FL16Y J1424.0-6542,216.0191,-65.7156,0.1356,0.1203,-19.58
FL16Y J1424.0-1751,216.0247,-17.8564,0.0424,0.0321,79.13
FL16Y J1424.1+2917,216.0253,29.2941,0.051,0.0487,19.03
FL16Y J1424.1-8010,216.0254,-80.1755,0.1026,0.0825,-33.13
FL16Y J1424.1+0433,216.0453,4.5629,0.0263,0.0253,-31.57
FL16Y J1424.4+3434,216.1231,34.5832,0.0686,0.051,-0.1
FL16Y J1424.6+1449,216.1641,14.8297,0.0313,0.0291,81.68
FL16Y J1424.6+3706,216.1749,37.1002,0.0635,0.0501,61.08
FL16Y J1424.8-6808,216.2196,-68.1375,0.0197,0.0191,-2.93
