ra,dec,name
65.75829,21.13392,TXS 0420+210
64.1525,-18.85235,PKS 0414-189
50.93147,-1.19641,1RXS J032342.6-011131
48.30588,2.47647,TXS 0310+022
39.96483,4.27189,PKS 0237+040
13.79908,-12.29917,TXS 0052-125
225.94998,47.99195,TXS 1501+481
323.83396,-50.11437,PMN J2135-5006
236.51738,8.32078,RX J1546.0+0819
36.81924,2.03385,RX J0227.2+0201
356.60671,80.132,WN B2344.2+7951
354.1416,-41.25611,PKS 2333-415
349.59545,19.24782,TXS 2315+189
320.93546,5.58947,OX 036
182.8997,-27.60514,NVSS J121135-273615
166.60018,-36.78303,PMN J1106-3647
155.68219,-1.21733,RX J1022.7-0112
135.76663,46.85114,S4 0859+47
356.975,-51.1,
184.05,-6.0,
148.4,-15.15,
86.425,60.2667,
40.66966,-0.01327,NGC 1068
326.06338,31.56087,MG3 J214415+3132
272.04781,35.02142,MG2 J180813+3501
216.03954,4.58114,TXS 1421+048
195.08708,14.28847,OW 197
186.72736,-13.47734,PMN J1226-1328
181.06898,-7.16817,1RXS J120417.0-070959
116.60775,25.81725,B2 0743+25
76.74116,-54.58414,1ES 0505-546
70.20992,27.84633,B2 0437+27B
57.16363,-16.17159,PKS 0346-163
44.11732,3.55866,PKS B0253+033
300.17518,-13.42572,TXS 1957-135
298.75272,-16.06042,1RXS J195500.6-160328
196.06955,-24.20465,PMN J1304-2412
194.95751,-37.81616,NVSS J125949-374856
183.38405,13.12247,4C +13.46
182.34408,41.32902,B3 1206+416
126.13762,24.64518,B2 0821+24
114.73542,-67.59744,PKS 0738-674
113.6809151,-77.18707965,PKS 0736-770
88.38801,-20.57191,NVSS J055333-203417
66.70862,68.43139,4C +68.05
29.65805,-39.53442,PMN J0158-3932
266.9,3.4,
86.45,-9.0833,
301.86988,66.12292,TXS 2007+659
264.11904,6.52986,MG1 J173624+0632
251.1768,26.31965,MG2 J164443+2618
249.55607,57.33999,OS 562
239.9675,23.28242,87GB 155744.0+232525
234.91304,27.74394,MG2 J153938+2744
169.5519,-4.22344,PMN J1118-0413
149.58166,47.41797,OK 492
126.2313,39.27822,4C +39.23
251.180908,-21.9358407,PMN J1644-2156
348.48891,14.73979,RGB J2313+147
346.15199,37.08515,1RXS J230437.1+370506
307.97995,12.32818,PKS 2029+121
303.12575,-16.78067,PMN J2012-1646
219.94573,49.96818,GB6 J1439+4958
213.90329,48.50847,RX J1415.5+4830
189.60162,-19.98714,PMN J1238-1959
182.46505,18.16834,MG1 J120953+1809
166.89965,2.3735,NVSS J110735+022225
162.54192,4.54698,MG1 J105009+0433
109.46559,45.63481,S4 0714+45
76.49496,61.22664,RX J0505.9+6113
76.46346,-4.32406,S3 0503-04
76.39526,4.26504,MG1 J050533+0415
55.83554,-64.71557,PMN J0343-6442
34.21196,-66.61183,RBS 0300
22.48053,14.78031,4C +14.06
17.28404,18.26875,MG1 J010908+1816
4.83776,-81.88057,PMN J0019-8152
145.075,-76.1667,2SXPS J094023.5-761001
136.7,-21.3667,
38.42081,6.93641,TXS 0230+067
259.06184,68.61175,S4 1716+68
227.95257,-5.2301,NVSS J151148-051345
219.82283,39.54522,PG 1437+398
105.80268,-39.23858,1RXS J070312.7-391417
89.5268,-38.64211,EXO 0556.4-3838
85.40937,-5.69714,PKS 0539-057
16.28871,39.47092,GB6 J0105+3928
5.38554,-25.847,CRATES J002132.55-255049.3
252.05,42.5333,NVSS J164831+423322
309.1574,-28.50737,
340.28,41.33656,B3 2238+410
323.62575,-21.50911,NVSS J213430-213032
278.57426,31.60567,4C +31.51
220.70115,12.01122,1ES 1440+122
216.2313,36.26001,FBQS J142455.5+361536
169.73875,12.57826,OM 127
116.85308,-49.44253,2MASS J07472476-4926332
66.2678,-53.53285,PMN J0425-5331
41.16792126,-58.33184501,RBS 0351
31.88916369,-24.03394611,NVSS J020733-240202
5.50029,-51.67339,1RXS J002159.2-514028
260.15,7.1333,
249.75,-27.45,
87.925,4.7667,
56.55,32.5833,
332.364664,43.480447,B3 2207+432
341.97169,44.22094,RGB J2247+442
341.87586,0.00172,PKS 2244-002
299.80586,-42.76868,PMN J1959-4246
269.74357,-48.35348,PMN J1758-4820
180.64236,-5.46726,PKS 1200-051
153.45752,34.76346,OL 318
127.41289,-11.68385,NVSS J082939-114103
102.77254,40.22725,RX J0651.0+4013
97.2395,-62.81242,PKS 0628-627
52.82687,-61.92472,PMN J0331-6155
49.9657,18.75964,1E 0317.0+1835
21.81684,-8.35836,PMN J0127-0821
4.28908,-6.84264,PMN J0017-0650
120.56625,-9.70303,WISEA J080215.63-094250.9
293.48892,65.67136,TXS 1933+655
287.87392,-19.14022,PMN J1911-1908
219.2405,56.6569,RBS 1409
154.54579,35.71096,B2 1015+35B
140.8102206,38.8277528,B2 0920+39
121.3032,-1.18648,PKS B0802-010
106.49408,-48.78981,PMN J0705-4847
59.25078,-49.93017,PKS 0355-500
28.62945,-66.07078,PKS 0153-663
20.90975,-23.18294,1RXS J012338.2-231100
283.325,-24.7833,
359.65345,-18.1217,1RXS J235836.3-180701
352.42342,-21.29559,PKS 2327-215
347.75539,2.08481,NVSS J231101+020504
235.51287,-29.25256,NVSS J154203-291509
223.61587,-37.79241,PKS 1451-375
217.78946,-31.34433,PKS 1428-311
171.68388,-38.47889,PKS 1124-382
169.57139,-12.54831,PKS 1115-12
140.59857,-5.48611,TXS 0919-052
115.43889,-47.15657,PMN J0741-4709
91.14846,44.23292,S4 0600+44
21.32892,-25.8175,PKS 0122-260
12.7895,-42.44244,PKS 0048-427
2.64821,-30.46317,PKS 0008-307
1.48868,38.33664,S4 0003+38
291.2,-10.5833,
325.4685,-37.48694,PKS 2138-377
317.54053,8.16533,PMN J2110+0810
303.76602,16.37438,4C +16.67
303.62941,6.81457,NVSS J201431+064849
266.77322,-52.60785,PMN J1747-5236
227.437627,-29.083593,AT20G J150945-290502
206.91697,-37.84423,PMN J1347-3750
197.39138,11.90683,4C +12.46
181.92365,-1.11027,AT20G J120741-010630
157.84283,74.69845,S5 1027+74
131.98642,-7.05469,TXS 0845-068
107.62528,59.13899,1H 0658+595
94.17393,-10.6855,PMN J0616-1040
2.26673,6.4724,TXS 0006+061
261.9,-8.8167,
254.75,-1.6667,
340.07387,-52.68719,
359.47196,-53.18714,PKS 2355-534
350.42591,-64.63528,PMN J2321-6438
348.35143,39.83046,87GB 231102.6+393314
341.57597,-12.11424,PKS 2243-123
317.17096,14.5075,OX 110
301.27625,70.07797,1RXS J200504.0+700445
300.39146,70.67372,TXS 2001+705
277.50318,13.40398,MG1 J183001+1323
251.49396,63.50303,TXS 1645+635
179.61154,48.42117,GB1 1155+486
172.6332,-78.01756,SUMSS J113032-780105
142.7169,0.58227,PKS 0928+008
128.47509,42.40049,OJ 451
103.43308,28.26283,GB6 J0653+2816
83.2381,-39.68595,PKS 0531-397
55.87063,36.37012,OE 367
49.06086,-64.62625,SUMSS J031614-643732
48.98584,-10.52756,PKS 0313-107
48.6071,-51.07543,PMN J0314-5104
30.888769,72.548369,S5 0159+723
29.24133,-53.03441,1RXS J015658.6-530208
14.52023,-5.66549,PKS 0055-059
276.875,11.6833,
310.11556,-17.11753,TXS 2037-172
227.39871,-43.67558,PMN J1509-4340
137.67556,22.80988,TXS 0907+230
199.67837,-12.58428,PMN J1318-1235
162.41263,15.81031,GB6 J1049+1548
142.98698,67.61471,NGC 2892
54.74752,-28.77103,NVSS J033859-284619
70.45,26.0,
180.13044,20.16911,TXS 1158+204
333.21143,6.76845,TXS 2210+065
252.6565,8.4145,MG1 J165034+0824
241.98738,-20.66241,NVSS J160756-203942
240.12685,85.16339,WN B1609.6+8517
233.00929,30.27472,RX J1531.9+3016
220.65156,-46.38383,SUMSS J144236-462302
193.63864,22.18435,TXS 1252+224
143.17152,53.10942,S4 0929+53
132.89971,55.47631,GB6 J0851+5528
123.00763,2.62603,PMN J0811+0237
109.91326,-40.1965,1RXS J071939.2-401153
222.74995,52.01992,SDSS J145059.99+520111.7
212.52009,2.05231,PKS 1407+022
192.33059,-5.76106,GALEXASC J124919.46-054539.7
174.12504,67.61775,RX J1136.5+6737
171.01128,23.61274,OM 235
166.95026,15.03628,RX J1107.7+1502
165.90673,-23.492,1ES 1101-232
114.28135,-82.81155,SUMSS J073706-824836
98.3615,-22.38964,PMN J0633-2223
75.5643,6.1525,PKS 0459+060
49.06221,-26.13256,RBS 0405
48.18155,1.55486,PKS 0310+013
28.0753,22.11899,PKS 0149+21
288.65,-11.95,
251.675,-21.9,
85.35,-7.9,
343.34489,-12.53146,TXS 2250-127
325.56636,-25.85739,PMN J2142-2551
318.71025,31.50589,B2 2112+31
286.04933,36.44964,MG2 J190411+3627
279.0885,31.60744,RX J1836.2+3136
261.50733,-73.00014,PKS 1719-729
214.94421,38.36347,B3 1417+385
208.11675,-27.75192,PMN J1352-2745
198.76473,-42.6127,MS 13121-4221
192.33045,-28.1429,NVSS J124919-280833
177.90747,-48.3684,PKS 1149-480
168.6357,-8.27742,PKS B1112-080
136.57521,-9.09581,PMN J0906-0905
81.4268,-60.22782,SUMSS J052542-601341
34.162,-10.28417,PMN J0216-1017
33.22004,22.74778,MG3 J021252+2246
29.13099,39.24194,MG4 J015630+3913
247.075,-33.7167,NVSS J162819-334342
170.15,7.2167,1RXS J112041.6+071335
250.125,-24.1333,
247.925,-23.3167,
82.925,12.6833,
279.23676,-28.92773,V5668 Sgr
85.92076,6.43151,NVSS J054529+061955
359.78305,-30.62779,H 2356-309
350.72675,-49.27503,SUMSS J232254-491629
309.08392,65.88736,87GB 203539.4+654245
302.81548,-15.77788,PKS 2008-159
280.34043,29.16092,MG3 J184126+2910
207.94517,-29.20492,PKS 1348-289
188.14973,-37.34916,NVSS J123235-372051
186.43013,-49.61393,PMN J1225-4936
180.82452,-39.43919,PMN J1203-3926
177.822,9.97404,NVSS J115117+095826
164.46154,-27.90303,RX J1057.8-2753
162.07425,-46.65466,MRC 1046-463
146.21733,52.04283,WISE J094452.09+520233.4
113.39527,-54.76207,SUMSS J073334-544544
92.20381,-54.94562,PKS 0607-549
89.69491,-74.98361,PKS 0600-749
70.08804,14.6325,TXS 0437+145
18.82125,-1.45128,PKS 0112-017
15.61263,42.23843,GB6 J0102+4214
1.06738,46.25506,MG4 J000421+4615
269.75,-1.1167,
85.875,-87.6833,
359.09542,81.88117,S5 2353+81
327.42446,3.38094,PKS B2147+031
299.24771,-32.42944,PKS 1953-325
288.50783,44.64228,2MASS J19140184+4438323
272.05758,-50.19814,PMN J1808-5011
261.96579,-6.96811,PKS 1725-06
203.28117,27.42217,MG2 J133305+2725
115.68462,-52.68606,PMN J0742-5241
1.14981,-47.60566,PKS 0002-478
214.175,-50.3833,
88.775,1.8333,
342.86957,-49.48643,SUMSS J225128-492912
333.16296,27.994,MG3 J221240+2759
329.06181,-0.61814,PKS B2153-008
289.21879,-15.31669,PMN J1916-1519
288.33693,-36.50507,PMN J1913-3630
281.21329,57.16128,TXS 1843+571
265.63333,59.75187,RGB J1742+597
236.54765,-10.05679,PMN J1546-1003
235.89086,4.87233,CGCG 050-083
211.91521,-43.04207,SUMSS J140739-430231
186.21461,43.58869,B3 1222+438
171.49475,20.09844,4C +20.25
157.66833,-20.51008,NVSS J103040-203032
153.69591,23.02069,OL 220
145.020371,-28.491505,TXS 0937-282
137.2516,23.18697,RX J0908.9+2311
131.80397,11.564,RX J0847.1+1133
128.09788,49.22207,OJ 448
113.48938,4.93733,GB6 J0733+0456
104.95807,-27.75488,TXS 0657-276
101.92108,-60.96808,PMN J0647-6058
90.47011,-20.07923,PMN J0601-2004
84.999849,-5.244791,TXS 0537-052
59.93714,32.34643,B2 0356+32
42.65746,17.20258,RGB J0250+172
42.45137,84.59918,WN B0239.6+8423
27.39345,86.02106,WN B0140.0+8546
18.43054,2.37082,UGC 773
3.77593,32.27029,3C 6
3.58522,-4.99124,GALEXASC J001420.46-045929.1
