16YName,4FGLName,1FLATName,16Y_ASSOC1,New/confirmed,WHO-1,Second evaluation,WHO-2,comment,nu_syn,nuFnu_syn,1/2FLATra,1/2FLATdec,4LAC_ASSOC1,4FGL_ASSOC1
FL16Y J1223.0+1059,4FGL J1223.0+1100,1FLAT J122307.5+110035,SDSS J122307.24+110038.2,,,,,,16.3,-12.3,185.78124,11.00985,SDSS J122307.24+110038.2,SDSS J122307.24+110038.2
FL16Y J1223.5+0819,4FGL J1223.5+0818,1FLAT J122327.4+082030,SDSS J122327.49+082030.4,,,,,,15.9,-12.5,185.86416,8.34177,SDSS J122327.49+082030.4,SDSS J122327.49+082030.4
FL16Y J1223.6-3033,4FGL J1223.6-3032,1FLAT J122337.0-303250,NVSS J122337-303246,,,,,,16.3,-11.9,185.90404,-30.54728,NVSS J122337-303246,NVSS J122337-303246
FL16Y J1224.4+2437,4FGL J1224.4+2436,1FLAT J122424.2+243623,MS 1221.8+2452,,,,,,16.1,-11.4,186.10077,24.60653,MS 1221.8+2452,MS 1221.8+2452
FL16Y J1225.4-3447,4FGL J1225.3-3446,1FLAT J122536.8-344721,1RXS J122534.0-344737,,,,,,17.3,-11.9,186.40341,-34.78938,1RXS J122534.0-344737,1RXS J122534.0-344737
FL16Y J1226.8+0637,4FGL J1226.7+0637,1FLAT J122644.3+063855,1RXS J122645.2+063906,,,,,,16.0,-11.9,186.6847,6.64876,1RXS J122645.2+063906,1RXS J122645.2+063906
FL16Y J1231.3+3354,4FGL J1231.3+3353,1FLAT J123120.4+335239,,-,-,,,,15.7,-12.2,187.83483,33.87768,,
FL16Y J1231.6+6414,4FGL J1231.6+6415,1FLAT J123131.4+641418,MS 1229.2+6430,,,,,,17.4,-11.6,187.88082,64.23841,MS 1229.2+6430,MS 1229.2+6430
FL16Y J1232.5-3720,4FGL J1232.5-3720,1FLAT J123235.9-372056,NVSS J123235-372051,,,,,,15.6,-12.4,188.14973,-37.34916,NVSS J123235-372051,NVSS J123235-372051
FL16Y J1233.1+1702,4FGL J1233.1+1703,1FLAT J123305.1+170133,RX J1233.0+1701,,,,,,16.4,-12.0,188.27143,17.02593,RX J1233.0+1701,RX J1233.0+1701
FL16Y J1235.1-1405,4FGL J1235.1-1405,1FLAT J123511.2-140323,1RXS J123511.1-140332,,,,,,17.9,-11.9,188.79663,-14.0565,1RXS J123511.1-140332,1RXS J123511.1-140332
FL16Y J1237.0+3018,4FGL J1237.0+3019,1FLAT J123705.7+302005,RX J1237.0+3020,,,,,,16.9,-12.3,189.27385,30.33498,RX J1237.0+3020,RX J1237.0+3020
FL16Y J1237.7+6259,4FGL J1237.8+6256,1FLAT J123739.1+625842,1H 1241+626,,,,,,16.3,-12.0,189.41281,62.97856,1H 1241+626,1H 1241+626
FL16Y J1239.5+4134,4FGL J1239.5+4134,1FLAT J123922.7+413251,RX J1239.3+4132,,,,,,17.6,-12.4,189.84475,41.54764,,RX J1239.3+4132
FL16Y J1241.7+3439,4FGL J1241.5+3439,1FLAT J124141.4+344031,RX J1241.6+3440,,,,,,17.5,-11.7,190.42243,34.67528,RX J1241.6+3440,RX J1241.6+3440
FL16Y J1241.8+0635,4FGL J1241.9+0636,1FLAT J124148.3+063601,1ES 1239+069,,,,,,15.9,-12.3,190.45113,6.60031,1ES 1239+069,1ES 1239+069
FL16Y J1242.6+7635,4FGL J1242.6+7635,1FLAT J124232.3+763417,1RXS J124231.4+763419,,,,,,16.4,-12.6,190.63463,76.5716,1RXS J124231.4+763419,1RXS J124231.4+763419
FL16Y J1243.2+3627,4FGL J1243.2+3627,1FLAT J124312.7+362743,Ton 116,,,,,,15.8,-11.1,190.80307,36.46222,Ton 116,Ton 116
FL16Y J1243.4+5311,4FGL J1243.5+5311,2FLAT J124314.4+531154,,New blazar,P.G.,,,,16.0,-12.8,190.809916,53.1983864,,
FL16Y J1243.7+1727,4FGL J1243.7+1727,1FLAT J124351.8+172644,1eRASS J124351.7+172644,,,,,,15.6,-12.7,190.96569,17.44566,,
FL16Y J1244.6+1615,4FGL J1244.5+1616,1FLAT J124444.4+161621,SDSS J124444.35+161621.7,,,,,,16.3,-12.1,191.18481,16.2727,SDSS J124444.35+161621.7,SDSS J124444.35+161621.7
FL16Y J1247.0+4421,4FGL J1247.0+4421,1FLAT J124700.1+442314,RX J1246.9+4423,,,,,,16.1,-11.5,191.75029,44.38731,RX J1246.9+4423,RX J1246.9+4423
FL16Y J1247.1-5016,,2FLAT J124710.6-501601,1RXS J124709.1-50153,Confirmed F16Y,P.G.,,,,17.5,-12.1,191.79409,-50.2671,,
FL16Y J1249.2-2808,4FGL J1249.2-2809,1FLAT J124919.3-280834,NVSS J124919-280833,,,,,,15.8,-11.7,192.33045,-28.1429,NVSS J124919-280833,NVSS J124919-280833
FL16Y J1249.8+3707,4FGL J1249.8+3707,1FLAT J124946.7+370747,2MASS J12494675+3707474,,,,,,15.9,-12.1,192.44479,37.12998,2MASS J12494675+3707474,2MASS J12494675+3707474
FL16Y J1250.1+3157,4FGL J1250.2+3157,1FLAT J125015.5+315559,RX J1250.2+3156,,,,,,16.4,-12.4,192.56469,31.93322,RX J1250.2+3156,RX J1250.2+3156
FL16Y J1251.2+1038,4FGL J1251.2+1039,1FLAT J125117.9+103907,1RXS J125117.4+103914,,,,,,16.0,-11.9,192.82452,10.65203,1RXS J125117.4+103914,1RXS J125117.4+103914
FL16Y J1253.6-3933,4FGL J1253.5-3934,1FLAT J125341.3-393159,1RXS J125341.2-393200,,,,,,17.8,-11.7,193.42191,-39.53318,1RXS J125341.2-393200,1RXS J125341.2-393200
FL16Y J1253.8+0327,4FGL J1253.8+0327,1FLAT J125347.0+032630,MG1 J125348+0326,,,,,,15.7,-11.3,193.44586,3.44178,MG1 J125348+0326,MG1 J125348+0326
FL16Y J1256.2-1146,4FGL J1256.2-1146,1FLAT J125616.0-114637,PMN J1256-1146,,,,,,15.7,-11.3,194.06646,-11.77704,PMN J1256-1146,PMN J1256-1146
FL16Y J1257.7+2413,4FGL J1257.6+2413,1FLAT J125731.9+241240,1ES 1255+244,,,,,,17.4,-11.8,194.38305,24.21116,1ES 1255+244,1ES 1255+244
FL16Y J1301.7+4056,4FGL J1301.6+4056,1FLAT J130145.6+405624,RX J1301.7+4056,,,,,,16.0,-12.0,195.44017,40.94017,RX J1301.7+4056,RX J1301.7+4056
FL16Y J1302.4+5103,,2FLAT J130255.4+505618,2WHSP J130255.1+505617,Confirmed F16Y,P.G.,,,This could be really extreme with gamma-rays from synchrotron?,17.5,-12.5,195.73069,50.93836,,
FL16Y J1307.1-0343,4FGL J1307.1-0344,1FLAT J130713.4-034431,2MASS J13071337-0344307,,,,,,15.8,-12.1,196.80578,-3.74199,,2MASS J13071337-0344307
FL16Y J1307.6-4259,4FGL J1307.6-4259,1FLAT J130738.1-425936,1RXS J130737.8-425940,,,,,,15.6,-11.2,196.90895,-42.99336,1RXS J130737.8-425940,1RXS J130737.8-425940
FL16Y J1308.1-3800,4FGL J1308.1-3801,1FLAT J130810.3-380115,1RXS J130810.4-380123,,,,,,16.8,-11.4,197.0428,-38.02108,,1RXS J130810.4-380123
FL16Y J1310.2-1158,4FGL J1310.2-1158,1FLAT J131012.2-115745,TXS 1307-117,,,,,,15.8,-11.7,197.5508,-11.96274,TXS 1307-117,TXS 1307-117
FL16Y J1312.6-1859,4FGL J1312.6-1900,1FLAT J131234.7-185859,NVSS J131234-185902,,,,,,15.6,-12.6,198.14443,-18.98329,NVSS J131234-185902,NVSS J131234-185902
FL16Y J1312.7-2350,4FGL J1312.8-2350,1FLAT J131248.8-235047,NVSS J131248-235046,,,,,,15.6,-11.8,198.20321,-23.84647,NVSS J131248-235046,NVSS J131248-235046
FL16Y J1313.2-4437,4FGL J1313.2-4437,2FLAT J131318.1-443731,1eRASS J131318.2-443731,Confirmed F16Y,P.G.,,,,17.7,-12.0,198.32562,-44.6254,,
FL16Y J1314.3+6854,4FGL J1314.1+6854,2FLAT J131437.1+685631,,New blazar,P.G.,,,,16.1,-12.8,198.6547,68.942,,
FL16Y J1314.7-0902,4FGL J1314.7-0901,1FLAT J131440.6-090148,WISEA J131440.63-090148.2,,,,,,16.9,-12.1,198.66929,-9.03006,WISEA J131440.63-090148.2,WISEA J131440.63-090148.2
FL16Y J1315.0-4236,4FGL J1315.0-4236,1FLAT J131503.5-423645,MS 13121-4221,,,,,,17.6,-11.2,198.76473,-42.6127,MS 13121-4221,MS 13121-4221
FL16Y J1315.5+1134,4FGL J1315.5+1135,1FLAT J131532.8+113332,1RXS J131531.9+113327,,,,,,17.0,-12.2,198.8865,11.55911,1RXS J131531.9+113327,1RXS J131531.9+113327
FL16Y J1316.6+3014,4FGL J1316.5+3013,1FLAT J131654.6+301454,RX J1316.9+3014,,,,,,16.4,-12.6,199.22737,30.24839,RX J1316.9+3014,RX J1316.9+3014
FL16Y J1316.8+2054,4FGL J1316.7+2054,1FLAT J131639.7+205513,2MASS J13163986+2055146,,,,,,17.2,-11.9,199.16538,20.92047,,2MASS J13163986+2055146
FL16Y J1318.0-1142,4FGL J1318.3-1148,2FLAT J131802.9-114212,1eRASS J131802.8-114210,Confirmed F16Y,P.G.,,,,16.5,-12.5,199.51213,-11.70355,,
FL16Y J1319.5+7759,4FGL J1319.8+7759,1FLAT J131921.3+775822,NVSS J131921+775823,,,,,,16.9,-11.7,199.83858,77.97283,NVSS J131921+775823,NVSS J131921+775823
FL16Y J1323.0+0438,4FGL J1322.9+0437,1FLAT J132301.0+043951,RBS 1257,,,,,,16.2,-12.0,200.75421,4.66433,RBS 1257,RBS 1257
FL16Y J1323.9+1405,4FGL J1323.9+1405,1FLAT J132358.4+140559,RX J1323.9+1406,,,,,,15.6,-12.0,200.99318,14.09985,RX J1323.9+1406,RX J1323.9+1406
FL16Y J1324.5-2338,4FGL J1324.5-2338,1FLAT J132430.8-233838,1eRASS J132430.9-233833,,,,,,15.9,-12.5,201.12834,-23.6439,,
FL16Y J1324.6-2524,4FGL J1324.6-2525,1FLAT J132440.1-252433,,,,,,,15.7,-12.6,201.16703,-25.40918,,
FL16Y J1325.3+6621,4FGL J1325.3+6621,1FLAT J132531.8+662103,1REX J132532+6621.0,,,,,,15.7,-12.4,201.38246,66.35086,1REX J132532+6621.0,1REX J132532+6621.0
FL16Y J1325.7-0227,4FGL J1325.6-0227,1FLAT J132541.9-022810,1RXS J132542.1-022800,,,,,,18.2,-12.1,201.42467,-2.46947,1RXS J132542.1-022800,1RXS J132542.1-022800
FL16Y J1326.1+1231,4FGL J1326.1+1232,1FLAT J132617.7+122958,LEDA 1410672,,,,,,16.8,-11.9,201.57376,12.49965,LEDA 1410672,LEDA 1410672
FL16Y J1326.2+2933,4FGL J1326.1+2933,1FLAT J132615.0+293330,TXS 1323+298,,,,,,16.4,-11.9,201.56247,29.5586,TXS 1323+298,TXS 1323+298
FL16Y J1328.5-4727,4FGL J1328.5-4727,1FLAT J132840.6-472749,2MASS J13284063-4727496,,,,,,15.8,-11.7,202.16921,-47.46367,2MASS J13284063-4727496,2MASS J13284063-4727496
FL16Y J1328.5+1145,4FGL J1328.6+1145,1FLAT J132833.6+114520,2E 1326.1+1200,,,,,,17.6,-12.0,202.13995,11.75558,2E 1326.1+1200,2E 1326.1+1200
FL16Y J1330.9+5655,4FGL J1331.0+5653,1FLAT J133102.9+565542,RX J1331.0+5655,,,,,,16.8,-12.1,202.76212,56.92841,RX J1331.0+5655,RX J1331.0+5655
FL16Y J1333.5+1539,4FGL J1333.4+1540,1FLAT J133319.0+154026,,,,,,,16.3,-12.6,203.32905,15.67411,,
FL16Y J1335.4-2950,4FGL J1335.3-2949,1FLAT J133529.8-295038,1ES 1332-295,,,,,,17.5,-11.7,203.87437,-29.84389,1ES 1332-295,1ES 1332-295
FL16Y J1336.1+2319,4FGL J1336.2+2320,1FLAT J133612.1+231955,2MASS J13361219+2319581,,,,,,15.9,-12.0,204.05032,23.33202,2MASS J13361219+2319581,2MASS J13361219+2319581
FL16Y J1340.5+4409,4FGL J1340.5+4409,1FLAT J134029.8+441004,RX J1340.4+4410,,,,,,17.3,-12.0,205.12417,44.16778,RX J1340.4+4410,RX J1340.4+4410
FL16Y J1341.1+3958,4FGL J1341.2+3958,1FLAT J134105.3+395945,SDSS J134105.10+395945.4,,,,,,18.0,-11.6,205.2721,39.996,SDSS J134105.10+395945.4,SDSS J134105.10+395945.4
FL16Y J1341.7+5518,4FGL J1341.6+5515,1FLAT J134136.4+551436,SBS 1339+554,,,,,,15.9,-12.3,205.40169,55.24336,SBS 1339+554,SBS 1339+554
FL16Y J1342.6+0941,4FGL J1342.6+0944,1FLAT J134240.3+093911,NVSS J134240+094752,,,,,,15.9,-12.4,205.66803,9.65312,NVSS J134240+094752,NVSS J134240+094752
FL16Y J1348.9+0756,4FGL J1348.9+0756,1FLAT J134853.4+075648,1RXS J134853.8+075704,,,,,,17.1,-12.0,207.22261,7.94676,1RXS J134853.8+075704,1RXS J134853.8+075704
FL16Y J1351.3+1114,4FGL J1351.3+1115,1FLAT J135120.9+111453,RX J1351.3+1115,,,,,,15.8,-11.8,207.83714,11.24827,RX J1351.3+1115,RX J1351.3+1115
FL16Y J1353.4+5600,4FGL J1353.4+5600,1FLAT J135327.9+560053,RX J1353.4+5601,,,,,,16.2,-12.1,208.3662,56.01476,RX J1353.4+5601,RX J1353.4+5601
FL16Y J1358.1-7748,4FGL J1358.0-7749,2FLAT J135949.6-774254,,New blazar,P.G.,,,,16.4,-12.5,209.9568,-77.7151,,
FL16Y J1358.9-7844,,2FLAT J135920.7-784347,1eRASS J135921.2-784348,Confirmed F16Y,P.G.,,,,17.2,-12.3,209.83634,-78.72976,,
FL16Y J1359.2-1152,4FGL J1359.1-1152,1FLAT J135921.3-115045,2MASS J13592131-1150440,,,,,,16.6,-12.4,209.83893,-11.84589,2MASS J13592131-1150440,2MASS J13592131-1150440
FL16Y J1400.2-4008,4FGL J1400.2-4010,1FLAT J140022.1-400823,2MASS J14002208-4008235,,,,,,16.8,-11.9,210.092,-40.13989,2MASS J14002208-4008235,2MASS J14002208-4008235
FL16Y J1402.3-4649,,2FLAT J140223.9-464859,1eRASS J140224.0-464900,Confirmed F16Y,P.G.,,,,16.2,-12.0,210.59975,-46.81651,,
FL16Y J1403.6+3607,4FGL J1403.6+3606,1FLAT J140330.9+360651,FIRST J140330.8+360651,,,,,,16.5,-12.6,210.87872,36.11442,,FIRST J140330.8+360651
FL16Y J1403.7+2431,4FGL J1403.7+2429,1FLAT J140350.3+243304,WISEA J140350.28+243304.7,,,,,,16.5,-12.5,210.9595,24.55131,,
FL16Y J1404.8+0402,4FGL J1404.8+0402,1FLAT J140450.9+040202,MS 1402.3+0416,,,,,,16.1,-11.5,211.21204,4.03394,MS 1402.3+0416,MS 1402.3+0416
FL16Y J1404.9+6554,4FGL J1404.8+6554,1FLAT J140449.6+655431,NVSS J140450+655428,,,,,,16.0,-11.9,211.2065,65.90878,NVSS J140450+655428,NVSS J140450+655428
FL16Y J1405.2+3055,,2FLAT J140519.6+305351,WISEA J140519.62+305351.6,Confirmed F16Y,P.G.,,,,17.1,-12.5,211.33179,30.89768,,
FL16Y J1406.6-3935,4FGL J1406.6-3934,1FLAT J140630.3-393510,1RXS J140630.3-393508,,,,,,17.7,-11.9,211.62621,-39.58622,1RXS J140630.3-393508,1RXS J140630.3-393508
FL16Y J1406.9+1643,4FGL J1406.9+1643,1FLAT J140659.1+164207,RBS 1350,,,,,,16.7,-11.8,211.74638,16.70203,RBS 1350,RBS 1350
FL16Y J1407.2+5310,4FGL J1407.1+5312,1FLAT J140642.8+530833,1RXS J140645.1+530824,,,,,,15.8,-12.7,211.67813,53.14271,,1RXS J140645.1+530824
FL16Y J1410.1+0516,,2FLAT J141003.9+051557,WISEA J141003.92+051557.8,Confirmed F16Y,P.G.,,,,16.0,-12.7,212.51632,5.26604,,
FL16Y J1410.5+6100,4FGL J1410.3+6058,1FLAT J141030.8+610012,RX J1410.5+6100,,,,,,17.0,-12.3,212.62846,61.00356,RX J1410.5+6100,RX J1410.5+6100
FL16Y J1411.5-0724,4FGL J1411.5-0723,1FLAT J141133.4-072253,NVSS J141133-072252,,,,,,15.6,-12.3,212.88896,-7.38164,NVSS J141133-072252,NVSS J141133-072252
FL16Y J1412.2+3835,4FGL J1412.0+3836,1FLAT J141208.2+383521,FIRST J141208.2+383521,,,,,,16.3,-12.6,213.03429,38.58922,FIRST J141208.2+383521,FIRST J141208.2+383521
FL16Y J1415.8-1503,4FGL J1415.9-1504,2FLAT J141546.2-150229,1eRASS J141546.1-150233,Confirmed F16Y,P.G.,,,,15.7,-12.5,213.9424,-15.0414,,
FL16Y J1417.9+2543,4FGL J1417.9+2543,1FLAT J141756.6+254325,1E 1415.6+2557,,,,,,17.8,-11.2,214.48595,25.72379,1E 1415.6+2557,1E 1415.6+2557
FL16Y J1418.4-0233,4FGL J1418.4-0233,1FLAT J141826.3-023334,NVSS J141826-023336,,,,,,15.6,-11.1,214.60967,-2.55947,NVSS J141826-023336,NVSS J141826-023336
FL16Y J1418.8+7732,4FGL J1418.9+7731,1FLAT J141901.0+773229,1RXS J141901.8+773229,,,,,,16.2,-11.8,214.75433,77.54153,1RXS J141901.8+773229,1RXS J141901.8+773229
FL16Y J1421.4-1655,4FGL J1421.4-1655,1FLAT J142129.0-165456,1eRASS J142128.7-165456,,,,,,16.6,-12.3,215.37079,-16.91558,,
FL16Y J1422.6+5801,4FGL J1422.6+5801,1FLAT J142238.9+580151,1ES 1421+582,,,,,,17.2,-11.6,215.66225,58.031,1ES 1421+582,1ES 1421+582
FL16Y J1423.6+1413,,2FLAT J142330.7+141247,WISEA J142330.71+141248.3,Confirmed F16Y,P.G.,,,,16.0,-12.5,215.87783,14.2133,,
FL16Y J1424.4+3434,4FGL J1424.5+3433,1FLAT J142422.9+343356,RX J1424.3+3434,,,,,,16.6,-12.4,216.09542,34.56578,RX J1424.3+3434,RX J1424.3+3434
FL16Y J1424.6+3706,4FGL J1424.5+3705,1FLAT J142421.2+370553,TXS 1422+373,,,,,,16.9,-12.3,216.088218,37.098153,TXS 1422+373,TXS 1422+373
FL16Y J1427.8+3909,,2FLAT J142745.9+390832,WISEA J142745.90+390832.0,Confirmed F16Y,P.G.,,,,15.9,-12.6,216.94125,39.14225,,
FL16Y J1428.5+4240,4FGL J1428.5+4240,1FLAT J142832.6+424021,H 1426+428,,,,,,17.2,-10.9,217.13588,42.67251,H 1426+428,H 1426+428
FL16Y J1428.8-1017,4FGL J1428.7-1017,1FLAT J142845.0-101702,1RXS J142844.4-101801,,,,,,16.0,-12.3,217.1873,-10.28412,1RXS J142844.4-101801,1RXS J142844.4-101801
FL16Y J1429.2+1202,,2FLAT J142904.6+120410,2WHSP J142904.6+120409,Confirmed F16Y,P.G.,,,,16.7,-12.5,217.26917,12.0695,,
FL16Y J1433.7-7305,4FGL J1433.7-7304,1FLAT J143343.0-730445,1RXS J143343.2-730433,,,,,,17.6,-11.3,218.42911,-73.07918,1RXS J143343.2-730433,1RXS J143343.2-730433
FL16Y J1434.7+6640,4FGL J1434.8+6640,1FLAT J143441.5+664026,1RXS J143442.0+664031,,,,,,15.6,-12.3,218.67295,66.67404,1RXS J143442.0+664031,1RXS J143442.0+664031
FL16Y J1436.9+5638,4FGL J1436.9+5638,1FLAT J143657.7+563924,RBS 1409,,,,,,16.8,-11.6,219.2405,56.6569,RBS 1409,RBS 1409
FL16Y J1438.6+1204,4FGL J1438.6+1205,1FLAT J143825.6+120419,RX J1438.3+1204,,,,,,16.8,-12.2,219.6065,12.07195,RX J1438.3+1204,RX J1438.3+1204
FL16Y J1438.8+4849,4FGL J1438.7+4849,1FLAT J143839.1+484838,,,,,,,17.0,-12.6,219.663121,48.810616,,
FL16Y J1439.3+3932,4FGL J1439.3+3932,1FLAT J143917.5+393242,PG 1437+398,,,,,,15.8,-11.4,219.82283,39.54522,PG 1437+398,PG 1437+398
FL16Y J1439.9-3955,4FGL J1439.9-3953,1FLAT J143950.9-395518,1RXS J143949.8-395524,,,,,,16.1,-12.9,219.9619,-39.92185,1RXS J143949.8-395524,1RXS J143949.8-395524
FL16Y J1440.6-3846,4FGL J1440.6-3846,1FLAT J144037.8-384654,1RXS J144037.4-384658,,,,,,17.1,-11.3,220.1576,-38.78194,1RXS J144037.4-384658,1RXS J144037.4-384658
FL16Y J1441.4-1935,4FGL J1441.4-1934,1FLAT J144128.0-193552,WISEA J144127.96-193552.4,,,,,,15.9,-12.0,220.36653,-19.59792,,
FL16Y J1442.6-4622,4FGL J1442.6-4623,1FLAT J144236.4-462301,SUMSS J144236-462302,,,,,,15.6,-11.6,220.65156,-46.38383,SUMSS J144236-462302,SUMSS J144236-462302
FL16Y J1442.7+1201,4FGL J1442.7+1200,1FLAT J144248.3+120040,1ES 1440+122,,,,,,17.6,-11.3,220.70115,12.01122,1ES 1440+122,1ES 1440+122
FL16Y J1443.9-3908,4FGL J1443.9-3908,1FLAT J144357.2-390840,PKS 1440-389,,,,,,15.8,-10.9,220.98832,-39.14446,PKS 1440-389,PKS 1440-389
FL16Y J1445.1-0326,4FGL J1445.0-0326,1FLAT J144506.2-032612,RBS 1424,,,,,,16.6,-11.4,221.27596,-3.43687,RBS 1424,RBS 1424
FL16Y J1446.8-1830,4FGL J1446.8-1830,1FLAT J144644.8-182925,NVSS J144644-182922,,,,,,16.5,-12.3,221.68677,-18.49028,NVSS J144644-182922,NVSS J144644-182922
FL16Y J1446.9-2658,4FGL J1447.0-2657,1FLAT J144656.8-265658,NVSS J144657-265713,,,,,,17.9,-11.6,221.73687,-26.949543,NVSS J144657-265713,NVSS J144657-265713
FL16Y J1448.0+3608,4FGL J1448.0+3608,1FLAT J144800.6+360831,RBS 1432,,,,,,15.7,-11.4,222.00243,36.14199,RBS 1432,RBS 1432
FL16Y J1449.6+2746,4FGL J1449.5+2746,1FLAT J144932.7+274621,B2 1447+27,,,,,,18.2,-11.9,222.38624,27.77268,B2 1447+27,B2 1447+27
FL16Y J1449.7-0909,4FGL J1449.7-0910,1FLAT J144941.9-091000,1RXS J144942.2-091018,,,,,,16.0,-12.1,222.42453,-9.16688,1RXS J144942.2-091018,1RXS J144942.2-091018
FL16Y J1451.4+6353,4FGL J1451.4+6355,1FLAT J145127.7+635419,RX J1451.4+6354,,,,,,16.7,-11.8,222.86556,63.90535,RX J1451.4+6354,RX J1451.4+6354
FL16Y J1455.6-7601,4FGL J1455.8-7601,1FLAT J145543.1-760051,SUMSS J145543-760054,,,,,,16.0,-12.0,223.92974,-76.0144,SUMSS J145543-760054,SUMSS J145543-760054
FL16Y J1456.1+5049,4FGL J1456.0+5051,1FLAT J145603.6+504825,RGB J1456+508,,,,,,17.2,-12.0,224.01516,50.80722,RGB J1456+508,RGB J1456+508
FL16Y J1458.1+4119,4FGL J1458.1+4119,1FLAT J145820.8+412101,FIRST J145820.7+412102,,,,,,15.6,-12.4,224.58658,41.35053,,FIRST J145820.7+412102
FL16Y J1458.5+4832,,2FLAT J145827.4+483245,2WHSP J145827.3+483245,Confirmed F16Y,P.G.,,,,17.4,-12.4,224.614,48.54611,,
FL16Y J1503.6-1541,4FGL J1503.7-1540,1FLAT J150340.7-154114,RBS 1457,,,,,,16.8,-11.2,225.91963,-15.68725,RBS 1457,RBS 1457
FL16Y J1504.4+4342,4FGL J1504.6+4343,2FLAT J150425.1+434106,,New blazar,P.G.,,,,16.8,-12.4,226.1046,43.6852,,
FL16Y J1505.3-8242,4FGL J1505.5-8241,1FLAT J150525.0-824232,WISEA J150525.41-824231.1,,,,,,17.0,-12.1,226.35397,-82.70909,WISEA J150525.41-824231.1,WISEA J150525.41-824231.1
FL16Y J1506.3+4331,4FGL J1506.4+4331,1FLAT J150617.6+433413,NVSS J150617+433413,,,,,,17.1,-12.0,226.57346,43.57042,NVSS J150617+433413,NVSS J150617+433413
FL16Y J1506.7+0813,4FGL J1506.6+0813,1FLAT J150644.4+081402,PMN J1506+0814,,,,,,15.8,-11.5,226.68519,8.23395,PMN J1506+0814,PMN J1506+0814
FL16Y J1507.2+1720,4FGL J1507.2+1721,1FLAT J150716.4+172102,NVSS J150716+172103,,,,,,16.1,-12.0,226.81838,17.3508,NVSS J150716+172103,NVSS J150716+172103
FL16Y J1508.8+2709,4FGL J1508.8+2708,1FLAT J150842.6+270909,RBS 1467,,,,,,18.0,-11.5,227.17764,27.15258,RBS 1467,RBS 1467
FL16Y J1511.8-0513,4FGL J1511.8-0513,1FLAT J151148.6-051348,NVSS J151148-051345,,,,,,17.2,-11.4,227.95257,-5.2301,NVSS J151148-051345,NVSS J151148-051345
FL16Y J1512.1-2254,4FGL J1512.1-2255,1FLAT J151212.8-225506,1RXS J151213.1-225515,,,,,,15.6,-11.9,228.05328,-22.91858,1RXS J151213.1-225515,1RXS J151213.1-225515
FL16Y J1513.3-0752,4FGL J1513.4-0753,1FLAT J151324.2-075451,NVSS J151324-075450,,,,,,17.1,-12.0,228.35101,-7.91418,NVSS J151324-075450,NVSS J151324-075450
FL16Y J1514.6-7722,4FGL J1514.4-7719,1FLAT J151444.0-772254,1RXS J151448.8-772249,,,,,,17.2,-11.9,228.68334,-77.38169,1RXS J151448.8-772249,1RXS J151448.8-772249
FL16Y J1516.0+2424,4FGL J1516.0+2424,1FLAT J151556.2+242620,RX J1515.9+2426,,,,,,16.1,-12.4,228.98408,24.43892,RX J1515.9+2426,RX J1515.9+2426
FL16Y J1516.4-1523,4FGL J1516.4-1523,1FLAT J151618.7-152347,RBS 1478,,,,,,17.8,-11.8,229.07781,-15.39662,RBS 1478,RBS 1478
FL16Y J1516.7+2918,4FGL J1516.8+2918,1FLAT J151641.6+291809,RGB J1516+293,,,,,,15.9,-12.0,229.17348,29.30258,RGB J1516+293,RGB J1516+293
FL16Y J1517.7+6525,4FGL J1517.7+6525,1FLAT J151747.6+652523,1H 1515+660,,,,,,16.7,-11.3,229.44821,65.42314,1H 1515+660,1H 1515+660
FL16Y J1518.0-2731,4FGL J1518.0-2731,1FLAT J151803.6-273131,TXS 1515-273,,,,,,16.0,-11.3,229.51519,-27.52539,TXS 1515-273,TXS 1515-273
FL16Y J1518.5+0751,4FGL J1518.4+0750,1FLAT J151826.7+075222,NVSS J151826+075219,,,,,,15.9,-12.4,229.61113,7.87292,NVSS J151826+075219,NVSS J151826+075219
FL16Y J1518.6+4044,4FGL J1518.6+4044,1FLAT J151838.9+404500,GB6 J1518+4045,,,,,,15.7,-11.6,229.66204,40.75006,GB6 J1518+4045,GB6 J1518+4045
FL16Y J1518.7+0613,4FGL J1518.6+0614,1FLAT J151845.7+061356,TXS 1516+064,,,,,,17.5,-11.4,229.69054,6.23225,TXS 1516+064,TXS 1516+064
FL16Y J1523.4+5826,,2FLAT J152316.1+583515,,New blazar,P.G.,,,,17.0,-12.5,230.8171,58.58753,,
FL16Y J1528.4+2004,4FGL J1528.4+2004,1FLAT J152835.8+200420,WISEA J152835.76+200420.5,,,,,,16.9,-12.5,232.14904,20.07226,,
FL16Y J1529.1+3812,4FGL J1529.2+3812,1FLAT J152913.6+381217,NVSS J152913+381217,,,,,,15.7,-12.1,232.30646,38.20486,NVSS J152913+381217,NVSS J152913+381217
FL16Y J1532.1+3016,4FGL J1532.0+3016,1FLAT J153202.2+301628,RX J1531.9+3016,,,,,,15.7,-11.4,233.00929,30.27472,RX J1531.9+3016,RX J1531.9+3016
FL16Y J1533.2+1855,4FGL J1533.2+1855,1FLAT J153311.2+185428,RX J1533.1+1854,,,,,,17.2,-11.6,233.29663,18.90798,RX J1533.1+1854,RX J1533.1+1854
