ra,dec,name
200.20279889,51.05380306,132048.67+510313.6
200.31609111,28.78874306,132115.86+284719.4
200.43738306,3.51548194,132144.97+033055.7
200.83563194,29.16864806,132320.55+291007.1
200.85518306,34.51647806,132325.24+343059.3
201.69257806,21.01608111,132646.21+210057.8
201.718515,29.42635611,132652.44+292534.8
202.48809806,54.08499111,132957.14+540505.9
202.52567611,58.17017694,133006.16+581012.6
203.25348194,45.30250806,133300.83+451809.0
204.38022694,5.92542389,133731.25+055531.5
204.59112806,29.24606611,133821.87+291445.8
205.25326194,41.38724889,134100.78+412314.0
205.98643389,25.64658111,134356.74+253847.6
206.77045889,14.69379,134704.91+144137.6
206.83085806,59.04242806,134719.40+590232.7
206.95774806,58.35261694,134749.85+582109.4
207.960355,-0.12747306,135150.48-000738.9
208.10751694,13.48146889,135225.80+132853.2
208.27644306,11.63464806,135306.34+113804.7
208.35883889,36.34707194,135326.12+362049.4
208.472165,47.12096806,135353.31+470715.4
208.64870389,18.08819,135435.68+180517.4
208.87111694,35.39225694,135529.06+352332.1
208.89782306,15.96390889,135535.47+155750.0
208.99950806,26.01084,135559.88+260039.0
209.10649111,25.25659806,135625.55+251523.7
209.13666111,21.06454111,135632.79+210352.3
209.59995194,2.228845,135823.98+021343.8
210.13318,4.08268389,140031.96+040457.6
210.14965306,55.59289,140035.91+553534.4
210.40264,4.27423306,140136.63+041627.2
210.64354,21.99766806,140234.44+215951.6
210.75961111,33.33429389,140302.30+332003.4
211.16167694,43.45207194,140438.80+432707.4
211.92584306,29.55610611,140742.20+293321.9
212.03417611,43.05460306,140808.20+430316.5
212.208085,34.80445,140849.94+344816.0
212.65998306,23.07977111,141038.39+230447.1
212.72263611,9.17415611,141053.43+091026.9
213.25709194,17.53369694,141301.70+173201.3
213.49817611,48.85578194,141359.56+485120.8
213.86985806,-0.442555,141528.76-002633.1
214.25345194,44.93510889,141700.82+445606.3
214.67594,42.56205306,141842.22+423343.3
214.95263,32.45479806,141948.63+322717.2
214.98632806,37.65356694,141956.71+373912.8
215.27861806,53.62923,142106.86+533745.2
215.28151889,25.63918389,142107.56+253821.0
215.29620889,36.23141111,142111.09+361353.0
215.37395806,47.79014806,142129.75+474724.5
216.23138806,42.23545306,142455.53+421407.6
216.256085,38.35014694,142501.46+382100.5
216.55549694,19.92352611,142613.31+195524.6
216.73411611,60.430785,142656.18+602550.8
216.744045,-0.34900111,142658.57-002056.4
216.85437389,19.83117306,142725.04+194952.2
216.95119389,5.03945611,142748.28+050222.0
217.79576806,14.38552611,143110.98+142307.8
217.95039111,5.59946889,143148.09+053558.0
218.01917389,39.74417694,143204.60+394439.0
218.79804194,36.07700806,143511.53+360437.2
220.32322806,34.84818111,144117.57+345053.4
220.76081,40.75698,144302.59+404525.1
221.69141611,40.58494111,144645.93+403505.7
222.104575,35.99628889,144825.09+355946.6
222.58576611,39.70989694,145020.58+394235.6
223.70843806,11.24291111,145450.02+111434.4
223.843945,12.12175306,145522.54+120718.3
224.16169194,44.46534389,145638.80+442755.2
224.25864,41.88446694,145702.07+415304.0
224.32441111,2.79648889,145717.85+024747.3
225.07326194,12.17681111,150017.58+121036.5
225.51708889,6.75445889,150204.10+064516.0
225.67662194,39.86902889,150242.38+395208.5
225.74160111,50.48746,150257.98+502914.8
226.00737111,44.986385,150401.76+445910.9
226.36500306,29.78843806,150527.60+294718.3
226.54376,2.28056111,150610.50+021650.0
226.79633306,23.94816694,150711.11+235653.4
227.10773111,20.25590111,150825.85+201521.2
227.18292389,12.262365,150843.90+121544.5
228.26903194,30.70119,151304.56+304204.2
228.282285,60.99917194,151307.74+605957.0
228.44197,24.92900194,151346.07+245544.4
228.89688611,48.09183306,151535.25+480530.5
229.78171306,44.0735,151907.61+440424.6
229.84020611,59.13998694,151921.64+590823.9
230.07183806,31.59322111,152017.24+313535.5
230.30940611,22.46218611,152114.25+222743.8
230.40127306,24.48159889,152136.30+242853.7
230.48533694,52.04404889,152156.48+520238.5
231.10218306,9.97476194,152424.52+095829.1
231.11946694,30.54376389,152428.67+303237.5
231.60012111,27.91448194,152624.02+275452.1
231.97419611,6.17191806,152753.80+061018.9
232.16920194,28.42495806,152840.60+282529.8
232.18299,52.08827,152843.91+520517.7
234.01028111,39.535295,153602.46+393207.0
234.05040694,52.69849806,153612.09+524154.5
235.156735,30.89310889,154037.61+305335.1
235.87280611,33.98575,154329.47+335908.6
235.99764194,53.98420306,154359.43+535903.1
236.12720194,28.465795,154430.52+282756.8
236.47285111,9.60569611,154553.48+093620.5
237.22830806,12.18886889,154854.79+121119.9
237.43054389,21.23427389,154943.33+211403.3
237.70123611,40.02913611,155048.29+400144.8
237.9686,19.18446111,155152.46+191104.0
238.27053806,35.80795,155304.92+354828.6
238.36873,9.85058306,155328.49+095102.0
238.68573306,8.37263194,155444.57+082221.4
239.07328194,55.13919389,155617.58+550821.0
239.695765,4.63405111,155846.98+043802.5
240.68297306,17.75110111,160243.91+174503.9
241.04573111,11.44989611,160410.97+112659.6
241.1728,16.76064889,160441.47+164538.3
241.23082111,38.20045389,160455.39+381201.6
241.283015,48.57281611,160507.92+483422.1
241.33209389,14.81451889,160519.70+144852.2
241.91378611,10.59879306,160739.30+103555.6
241.93677611,18.780085,160744.82+184648.3
242.18292694,7.2524,160843.90+071508.6
242.90240389,15.34849889,161136.57+152054.5
244.12299389,57.81428694,161629.51+574851.4
244.205935,41.90455194,161649.42+415416.3
